person_id,canonical_chinese,canonical_greek,latinized,sex,status,identity_group,testament,nt_ref_count,ot_ref_count,bible_ref_count
"person-000001","亚伦","Ἀαρών","Aaron","male","accepted","nt-idgrp-0001","nt,ot","5","328","333"
"person-000002","亚伯","Ἄβελ","Abel","male","accepted","nt-idgrp-0002","nt,ot","4","5","9"
"person-000003","亚比亚他","Ἀβιαθάρ","Abiathar","male","accepted","nt-idgrp-0003","nt,ot","1","28","29"
"person-000004","亚比雅","Ἀβιά","Abijah","male","accepted","nt-idgrp-0004","nt,ot","1","1","2"
"person-000005","亚比雅","Ἀβιά","Abijah","male","accepted","nt-idgrp-0005","nt,ot","1","19","20"
"person-000006","亚比玉","Ἀβιούδ","Abiud","male","accepted","nt-idgrp-0006","nt","1","0","1"
"person-000007","亚伯拉罕","Ἀβραάμ","Abraham","male","accepted","nt-idgrp-0007","nt,ot","69","206","275"
"person-000008","亚该古","Ἀχαϊκός","Achaicus","male","accepted","nt-idgrp-0008","nt","2","0","2"
"person-000009","亚金","Ἀχείμ","Achim","male","accepted","nt-idgrp-0009","nt","1","0","1"
"person-000010","亚当","Ἀδάμ","Adam","male","accepted","nt-idgrp-0010","nt,ot","7","20","27"
"person-000011","亚底","Ἀδδί","Addi","male","accepted","nt-idgrp-0011","nt","1","0","1"
"person-000012","以尼雅","Αἰνέας","Aeneas","male","accepted","nt-idgrp-0012","nt","2","0","2"
"person-000013","亚迦布","Ἄγαβος","Agabus","male","accepted","nt-idgrp-0013","nt","2","0","2"
"person-000014","亚基帕","Ἀγρίππας","Agrippa","male","accepted","nt-idgrp-0014","nt","12","0","12"
"person-000015","亚哈斯","Ἀχάζ","Ahaz","male","accepted","nt-idgrp-0015","nt,ot","1","36","37"
"person-000016","亚历山大","Ἀλέξανδρος","Alexander","male","accepted","nt-idgrp-0016","nt","1","0","1"
"person-000017","亚历山大","Ἀλέξανδρος","Alexander","male","accepted","nt-idgrp-0017","nt","1","0","1"
"person-000018","亚历山大","Ἀλέξανδρος","Alexander","male","accepted","nt-idgrp-0018","nt","1","0","1"
"person-000019","亚历山大","Ἀλέξανδρος","Alexander","male","accepted","nt-idgrp-0019","nt","1","0","1"
"person-000020","亚勒腓","Ἀλφαῖος","Alphaeus","male","accepted","nt-idgrp-0020","nt","7","0","7"
"person-000021","亚米拿达","Ἀμιναδάβ","Amminadab","male","accepted","nt-idgrp-0021","nt,ot","2","9","11"
"person-000022","亚们","Ἀμών","Amon","male","accepted","nt-idgrp-0022","nt,ot","1","14","15"
"person-000023","亚摩斯","Ἀμώς","Amos","male","accepted","nt-idgrp-0023","nt","1","0","1"
"person-000024","暗伯利","Ἀμπλίας","Ampliatus","male","accepted","nt-idgrp-0024","nt","1","0","1"
"person-000025","亚拿尼亚","Ἀνανίας","Ananias","male","accepted","nt-idgrp-0025","nt","2","0","2"
"person-000026","亚拿尼亚","Ἀνανίας","Ananias","male","accepted","nt-idgrp-0026","nt","3","0","3"
"person-000027","亚拿尼亚","Ἀνανίας","Ananias","male","accepted","nt-idgrp-0027","nt","5","0","5"
"person-000028","安得烈","Ἀνδρέας","Andrew","male","accepted","nt-idgrp-0028","nt","12","0","12"
"person-000029","安多尼古","Ἀνδρόνικος","Andronicus","male","accepted","nt-idgrp-0029","nt","1","0","1"
"person-000030","亚拿","Ἄννα","Anna","female","accepted","nt-idgrp-0030","nt","1","0","1"
"person-000031","亚那","Ἄννας","Annas","male","accepted","nt-idgrp-0031","nt","4","0","4"
"person-000032","安提帕","Ἀντίπας","Antipas","male","accepted","nt-idgrp-0032","nt","1","0","1"
"person-000033","亚比利","Ἀπελλῆς","Apelles","male","accepted","nt-idgrp-0033","nt","1","0","1"
"person-000034","亚波罗","Ἀπολλῶς","Apollos","male","accepted","nt-idgrp-0034","nt","10","0","10"
"person-000035","亚腓亚","Ἀπφία","Apphia","female","accepted","nt-idgrp-0035","nt","1","0","1"
"person-000036","亚居拉","Ἀκύλας","Aquila","male","accepted","nt-idgrp-0036","nt","6","0","6"
"person-000037","亚基老","Ἀρχέλαος","Archelaus","male","accepted","nt-idgrp-0037","nt","1","0","1"
"person-000038","亚基布","Ἄρχιππος","Archippus","male","accepted","nt-idgrp-0038","nt","2","0","2"
"person-000039","亚哩达","Ἀρέτας","Aretas","male","accepted","nt-idgrp-0039","nt","1","0","1"
"person-000040","亚里达古","Ἀρίσταρχος","Aristarchus","male","accepted","nt-idgrp-0040","nt","5","0","5"
"person-000041","亚利多布","Ἀριστόβουλος","Aristobulus","male","accepted","nt-idgrp-0041","nt","1","0","1"
"person-000042","亚法撒","Ἀρφαξάδ","Arpachshad","male","accepted","nt-idgrp-0042","nt,ot","1","9","10"
"person-000043","亚提马","Ἀρτεμάς","Artemas","male","accepted","nt-idgrp-0043","nt","1","0","1"
"person-000044","亚撒","Ἀσά","Asa","male","accepted","nt-idgrp-0044","nt,ot","2","51","53"
"person-000045","亚设","Ἀσήρ","Asher","male","accepted","nt-idgrp-0045","nt,ot","2","44","46"
"person-000046","亚逊其土","Ἀσύγκριτος","Asyncritus","male","accepted","nt-idgrp-0046","nt","1","0","1"
"person-000047","奥古斯都","Αὔγουστος","Augustus","male","accepted","nt-idgrp-0047","nt","5","0","5"
"person-000048","亚所","Ἀζώρ","Azor","male","accepted","nt-idgrp-0048","nt","2","0","2"
"person-000049","巴兰","Βαλαάμ","Balaam","male","accepted","nt-idgrp-0049","nt,ot","3","56","59"
"person-000050","巴勒","Βαλάκ","Balak","male","accepted","nt-idgrp-0050","nt,ot","1","40","41"
"person-000051","巴拉巴","Βαραββᾶς","Barabbas","male","accepted","nt-idgrp-0051","nt","10","0","10"
"person-000052","巴拉","Βαράκ","Barak","male","accepted","nt-idgrp-0052","nt,ot","1","13","14"
"person-000053","巴·耶稣","Βαριησοῦς","Bar-jesus","male","accepted","nt-idgrp-0053","nt","2","0","2"
"person-000054","巴拿巴","Βαρνάβας","Barnabas","male","accepted","nt-idgrp-0054","nt","28","0","28"
"person-000055","巴多罗买","Βαρθολομαῖος","Bartholomew","male","accepted","nt-idgrp-0055","nt","4","0","4"
"person-000056","巴底买","Βαρτιμαῖος","Bartimaeus","male","accepted","nt-idgrp-0056","nt","1","0","1"
"person-000057","便雅悯","Βενιαμίν","Benjamin","male","accepted","nt-idgrp-0057","nt,ot","4","162","166"
"person-000058","比珥","Βοσόρ, Βεώρ","Beor","male","accepted","nt-idgrp-0058","nt,ot","1","8","9"
"person-000059","百妮基","Βερνίκη","Bernice","female","accepted","nt-idgrp-0059","nt","3","0","3"
"person-000060","伯拉斯都","Βλάστος","Blastus","male","accepted","nt-idgrp-0060","nt","1","0","1"
"person-000061","波阿斯","Βοόζ","Boaz","male","accepted","nt-idgrp-0061","nt,ot","2","21","23"
"person-000062","该亚法","Καϊάφας","Caiaphas","male","accepted","nt-idgrp-0062","nt","9","0","9"
"person-000063","该隐","Κάϊν","Cain","male","accepted","nt-idgrp-0063","nt,ot","3","13","16"
"person-000064","该南","Καϊνάν, Καϊνάμ","Cainan","male","accepted","nt-idgrp-0064","nt","1","0","1"
"person-000065","加布","Κάρπος","Carpus","male","accepted","nt-idgrp-0065","nt","1","0","1"
"person-000066","革来","Χλόη","Chloe","female","accepted","nt-idgrp-0066","nt","1","0","1"
"person-000067","苦撒","Χουζᾶς","Chuza","male","accepted","nt-idgrp-0067","nt","1","0","1"
"person-000068","革老底亚","Κλαυδία","Claudia","female","accepted","nt-idgrp-0068","nt","1","0","1"
"person-000069","克劳第","Κλαύδιος","Claudius","male","accepted","nt-idgrp-0069","nt","11","0","11"
"person-000070","革利免","Κλήμης","Clement","male","accepted","nt-idgrp-0070","nt","1","0","1"
"person-000071","哥尼流","Κορνήλιος","Cornelius","male","accepted","nt-idgrp-0071","nt","10","0","10"
"person-000072","哥桑","Κωσάμ","Cosam","male","accepted","nt-idgrp-0072","nt","1","0","1"
"person-000073","革勒士","Κρήσκης","Crescens","male","accepted","nt-idgrp-0073","nt","1","0","1"
"person-000074","基利司布","Κρίσπος","Crispus","male","accepted","nt-idgrp-0074","nt","2","0","2"
"person-000075","大马哩","Δάμαρις","Damaris","female","accepted","nt-idgrp-0075","nt","1","0","1"
"person-000076","但以理","Δανιήλ","Daniel","male","accepted","nt-idgrp-0076","nt,ot","2","70","72"
"person-000077","大卫","Δαυείδ, Δαυίδ, Δαβίδ","David","male","accepted","nt-idgrp-0077","nt,ot","54","910","964"
"person-000078","底马","Δημᾶς","Demas","male","accepted","nt-idgrp-0078","nt","3","0","3"
"person-000079","底米丢","Δημήτριος","Demetrius","male","accepted","nt-idgrp-0079","nt","2","0","2"
"person-000080","丢尼修","Διονύσιος","Dionysius","male","accepted","nt-idgrp-0080","nt","1","0","1"
"person-000081","丢特腓","Διοτρεφής","Diotrephes","male","accepted","nt-idgrp-0081","nt","1","0","1"
"person-000082","土西拉","Δρούσιλλα","Drusilla","female","accepted","nt-idgrp-0082","nt","1","0","1"
"person-000083","希伯","Ἐβέρ","Eber","male","accepted","nt-idgrp-0083","nt,ot","1","11","12"
"person-000084","以利亚撒","Ἐλεάζαρ","Eleazar","male","accepted","nt-idgrp-0084","nt","1","0","1"
"person-000085","以利亚敬","Ἐλιακείμ","Eliakim","male","accepted","nt-idgrp-0085","nt","1","0","1"
"person-000086","以利亚敬","Ἐλιακείμ","Eliakim","male","accepted","nt-idgrp-0086","nt","1","0","1"
"person-000087","以利以谢","Ἐλιέζερ","Eliezer","male","accepted","nt-idgrp-0087","nt","1","0","1"
"person-000088","以利亚","Ἡλίας","Elijah","male","accepted","nt-idgrp-0088","nt,ot","30","62","92"
"person-000089","以利沙","Ἐλισσαῖος","Elisha","male","accepted","nt-idgrp-0089","nt,ot","1","52","53"
"person-000090","以律","Ἐλιούδ","Eliud","male","accepted","nt-idgrp-0090","nt","2","0","2"
"person-000091","伊利莎白","Ἐλισάβετ","Elizabeth","female","accepted","nt-idgrp-0091","nt","8","0","8"
"person-000092","以摩当","Ἐλμωδάμ","Elmadam","male","accepted","nt-idgrp-0092","nt","1","0","1"
"person-000093","以诺","Ἐνώχ","Enoch","male","accepted","nt-idgrp-0093","nt,ot","3","7","10"
"person-000094","以挪士","Ἐνώς","Enosh","male","accepted","nt-idgrp-0094","nt,ot","1","7","8"
"person-000095","以拜尼土","Ἐπαίνετος","Epaenetus","male","accepted","nt-idgrp-0095","nt","1","0","1"
"person-000096","以巴弗","Ἐπαφρᾶς","Epaphras","male","accepted","nt-idgrp-0096","nt","3","0","3"
"person-000097","以巴弗提","Ἐπαφρόδιτος","Epaphroditus","male","accepted","nt-idgrp-0097","nt","3","0","3"
"person-000098","珥","Ἤρ","Er","male","accepted","nt-idgrp-0098","nt","1","0","1"
"person-000099","以拉都","Ἔραστος","Erastus","male","accepted","nt-idgrp-0099","nt","3","0","3"
"person-000100","以扫","Ἠσαῦ","Esau","male","accepted","nt-idgrp-0100","nt,ot","2","81","83"
"person-000101","以斯利","Ἐσλί","Esli","male","accepted","nt-idgrp-0101","nt","1","0","1"
"person-000102","友布罗","Εὔβουλος","Eubulus","male","accepted","nt-idgrp-0102","nt","1","0","1"
"person-000103","友妮基","Εὐνίκη","Eunice","female","accepted","nt-idgrp-0103","nt","1","0","1"
"person-000104","友阿蝶","Εὐοδία","Euodia","female","accepted","nt-idgrp-0104","nt","1","0","1"
"person-000105","犹推古","Εὔτυχος","Eutychus","male","accepted","nt-idgrp-0105","nt","1","0","1"
"person-000106","夏娃","Εὖα","Eve","female","accepted","nt-idgrp-0106","nt,ot","2","2","4"
"person-000107","腓力斯","Φῆλιξ","Felix","male","accepted","nt-idgrp-0107","nt","8","0","8"
"person-000108","非斯都","Φῆστος","Festus","male","accepted","nt-idgrp-0108","nt","13","0","13"
"person-000109","福徒拿都","Φορτουνᾶτος","Fortunatus","male","accepted","nt-idgrp-0109","nt","2","0","2"
"person-000110","迦得","Γάδ","Gad","male","accepted","nt-idgrp-0110","nt,ot","1","70","71"
"person-000111","该犹","Γάϊος","Gaius","male","accepted","nt-idgrp-0111","nt","1","0","1"
"person-000112","该犹","Γάϊος","Gaius","male","accepted","nt-idgrp-0112","nt","1","0","1"
"person-000113","该犹","Γάϊος","Gaius","male","accepted","nt-idgrp-0113","nt","1","0","1"
"person-000114","该犹","Γάϊος","Gaius","male","accepted","nt-idgrp-0114","nt","2","0","2"
"person-000115","迦流","Γαλλίων","Gallio","male","accepted","nt-idgrp-0115","nt","3","0","3"
"person-000116","迦玛列","Γαμαλιήλ","Gamaliel","male","accepted","nt-idgrp-0116","nt","2","0","2"
"person-000117","基甸","Γεδεών","Gideon","male","accepted","nt-idgrp-0117","nt,ot","1","49","50"
"person-000118","夏甲","Ἄγαρ","Hagar","female","accepted","nt-idgrp-0118","nt,ot","2","10","12"
"person-000119","哈抹","Ἐμμόρ","Hamor","male","accepted","nt-idgrp-0119","nt,ot","1","12","13"
"person-000120","希里","Ἡλί","Heli","male","accepted","nt-idgrp-0120","nt","1","0","1"
"person-000121","黑米","Ἑρμῆς","Hermes","male","accepted","nt-idgrp-0121","nt","1","0","1"
"person-000122","黑马","Ἑρμᾶς","Hermas","male","accepted","nt-idgrp-0122","nt","1","0","1"
"person-000123","黑摩其尼","Ἑρμογένης","Hermogenes","male","accepted","nt-idgrp-0123","nt","1","0","1"
"person-000124","希律","Ἡρώδης","Herod","male","accepted","nt-idgrp-0124","nt","6","0","6"
"person-000125","希律","Ἡρώδης","Herod","male","accepted","nt-idgrp-0125","nt","24","0","24"
"person-000126","希律","Ἡρώδης","Herod","male","accepted","nt-idgrp-0126","nt","11","0","11"
"person-000127","希罗底","Ἡρωδιάς","Herodias","female","accepted","nt-idgrp-0127","nt","6","0","6"
"person-000128","希罗天","Ἡρωδίων","Herodion","male","accepted","nt-idgrp-0128","nt","1","0","1"
"person-000129","希西家","Ἐζεκίας","Hezekiah","male","accepted","nt-idgrp-0129","nt,ot","2","114","116"
"person-000131","何西阿","Ὡσηέ","Hosea","male","accepted","nt-idgrp-0131","nt,ot","1","2","3"
"person-000132","许米乃","Ὑμεναῖος","Hymenaeus","male","accepted","nt-idgrp-0132","nt","2","0","2"
"person-000133","以撒","Ἰσαάκ","Isaac","male","accepted","nt-idgrp-0133","nt,ot","18","105","123"
"person-000134","以赛亚","Ἡσαΐας","Isaiah","male","accepted","nt-idgrp-0134","nt,ot","22","32","54"
"person-000135","雅各","Ἰακώβ","Israel","male","accepted","nt-idgrp-0135","nt,ot","23","2479","2502"
"person-000137","雅各","Ἰακώβ","Jacob","male","accepted","nt-idgrp-0137","nt","2","0","2"
"person-000138","睚鲁","Ἰάειρος","Jairus","male","accepted","nt-idgrp-0138","nt","2","0","2"
"person-000139","佯庇","Ἰαμβρῆς","Jambres","male","accepted","nt-idgrp-0139","nt","1","0","1"
"person-000140","雅各","Ἰάκωβος","James","male","accepted","nt-idgrp-0140","nt","2","0","2"
"person-000141","雅各","Ἰάκωβος","James","male","accepted","nt-idgrp-0141","nt","8","0","8"
"person-000142","雅各","Ἰάκωβος","James","male","accepted","nt-idgrp-0142","nt","11","0","11"
"person-000143","雅各","Ἰάκωβος","James","male","accepted","nt-idgrp-0143","nt","19","0","19"
"person-000144","雅拿","Ἰαννά","Jannai","male","accepted","nt-idgrp-0144","nt","1","0","1"
"person-000145","雅尼","Ἰαννῆς","Jannes","male","accepted","nt-idgrp-0145","nt","1","0","1"
"person-000146","雅列","Ἰάρεδ","Jared","male","accepted","nt-idgrp-0146","nt,ot","1","6","7"
"person-000147","耶孙","Ἰάσων","Jason","male","accepted","nt-idgrp-0147","nt","5","0","5"
"person-000149","耶哥尼雅","Ἰεχονίας","Jehoiachin","male","accepted","nt-idgrp-0149","nt,ot","2","20","22"
"person-000150","巴拉加","Βαραχίας","Barachiah","male","accepted","nt-idgrp-0150","nt","1","0","1"
"person-000151","约兰","Ἰωράμ","Jehoram","male","accepted","nt-idgrp-0151","nt,ot","1","20","21"
"person-000152","约沙法","Ἰωσαφάτ","Jehoshaphat","male","accepted","nt-idgrp-0152","nt,ot","1","66","67"
"person-000153","耶弗他","Ἰεφθάε","Jephthah","male","accepted","nt-idgrp-0153","nt,ot","1","25","26"
"person-000154","耶利米","Ἱερεμίας","Jeremiah","male","accepted","nt-idgrp-0154","nt,ot","3","121","124"
"person-000155","耶西","Ἰεσσαί","Jesse","male","accepted","nt-idgrp-0155","nt,ot","5","39","44"
"person-000156","耶稣","Ἰησοῦς","Jesus","male","accepted","nt-idgrp-0156","nt,ot","1152","2","1154"
"person-000158","约亚拿","Ἰωαννᾶς","Joanan","male","accepted","nt-idgrp-0158","nt","1","0","1"
"person-000159","约亚拿","Ἰωάννα, Ἰωανάν","Joanna","female","accepted","nt-idgrp-0159","nt","2","0","2"
"person-000160","约伯","Ἰώβ","Job","male","accepted","nt-idgrp-0160","nt,ot","1","52","53"
"person-000161","犹大","Ἰωδά","Joda","male","accepted","nt-idgrp-0161","nt","1","0","1"
"person-000162","约珥","Ἰωήλ","Joel","male","accepted","nt-idgrp-0162","nt,ot","1","1","2"
"person-000163","约翰","Ἰωάννης","John","male","accepted","nt-idgrp-0163","nt","1","0","1"
"person-000164","约翰","Ἰωάννης","John","male","accepted","nt-idgrp-0164","nt","5","0","5"
"person-000165","约翰","Ἰωάννης","John","male","accepted","nt-idgrp-0165","nt","89","0","89"
"person-000166","约翰","Ἰωάννης","John","male","accepted","nt-idgrp-0166","nt","35","0","35"
"person-000167","约拿","Ἰωνᾶς","Jonah","male","accepted","nt-idgrp-0167","nt,ot","7","17","24"
"person-000168","约南","Ἰωνάν","Jonam","male","accepted","nt-idgrp-0168","nt","1","0","1"
"person-000169","约令","Ἰωρείμ","Jorim","male","accepted","nt-idgrp-0169","nt","1","0","1"
"person-000170","约瑟","Ἰωσήχ","Josech","male","accepted","nt-idgrp-0170","nt","1","0","1"
"person-000171","约瑟","Ἰωσήφ","Joseph","male","accepted","nt-idgrp-0171","nt","1","0","1"
"person-000172","约瑟","Ἰωσήφ","Joseph","male","accepted","nt-idgrp-0172","nt,ot","8","189","197"
"person-000173","约瑟","Ἰωσήφ","Joseph","male","accepted","nt-idgrp-0173","nt","1","0","1"
"person-000174","约瑟","Ἰωσήφ","Joseph","male","accepted","nt-idgrp-0174","nt","1","0","1"
"person-000175","约瑟","Ἰωσήφ","Joseph","male","accepted","nt-idgrp-0175","nt","17","0","17"
"person-000176","约瑟","Ἰωσήφ","Joseph","male","accepted","nt-idgrp-0176","nt","6","0","6"
"person-000177","约西","Ἰωσῆς","Joses","male","accepted","nt-idgrp-0177","nt","2","0","2"
"person-000178","约西","Ἰωσῆς","Joses","male","accepted","nt-idgrp-0178","nt","3","0","3"
"person-000179","约书亚","Ἰησοῦς","Joshua","male","accepted","nt-idgrp-0179","nt,ot","2","188","190"
"person-000180","约细","Ἰησοῦς","Joshua","male","accepted","nt-idgrp-0180","nt","1","0","1"
"person-000181","约西亚","Ἰωσίας","Josiah","male","accepted","nt-idgrp-0181","nt,ot","2","47","49"
"person-000182","约坦","Ἰωάθαμ","Jotham","male","accepted","nt-idgrp-0182","nt,ot","1","19","20"
"person-000183","犹大","Ἰουδά","Judah","male","accepted","nt-idgrp-0183","nt,ot","9","822","831"
"person-000184","犹大","Ἰούδας","Judah","male","accepted","nt-idgrp-0184","nt","1","0","1"
"person-000185","犹大","Ἰούδας","Judas","male","accepted","nt-idgrp-0185","nt","3","0","3"
"person-000186","犹大","Ἰούδας","Judas","male","accepted","nt-idgrp-0186","nt","1","0","1"
"person-000187","犹大","Ἰούδας","Judas","male","accepted","nt-idgrp-0187","nt","1","0","1"
"person-000188","犹大","Ἰούδας","Judas","male","accepted","nt-idgrp-0188","nt","5","0","5"
"person-000189","犹大","Ἰούδας","Judas","male","accepted","nt-idgrp-0189","nt","23","0","23"
"person-000190","犹大","Ἰούδας","Jude","male","accepted","nt-idgrp-0190","nt","3","0","3"
"person-000191","犹利亚","Ἰουλία","Julia","female","accepted","nt-idgrp-0191","nt","1","0","1"
"person-000192","犹流","Ἰούλιος","Julius","male","accepted","nt-idgrp-0192","nt","2","0","2"
"person-000193","犹尼亚","Ἰουνιᾶς","Junia","female","accepted","nt-idgrp-0193","nt","1","0","1"
"person-000194","提多·犹士都","Ἰοῦστος","Justus","male","accepted","nt-idgrp-0194","nt","1","0","1"
"person-000195","耶数","Ἰοῦστος","Justus","male","accepted","nt-idgrp-0195","nt","1","0","1"
"person-000196","该南","Καϊνάν, Καϊνάμ","Kenan","male","accepted","nt-idgrp-0196","nt,ot","1","6","7"
"person-000197","基士","Κίς","Kish","male","accepted","nt-idgrp-0197","nt,ot","1","12","13"
"person-000199","拉麦","Λάμεχ","Lamech","male","accepted","nt-idgrp-0199","nt,ot","1","6","7"
"person-000200","拉撒路","Λάζαρος","Lazarus","male","accepted","nt-idgrp-0200","nt","11","0","11"
"person-000201","拉撒路","Λάζαρος","Lazarus","male","accepted","nt-idgrp-0201","nt","4","0","4"
"person-000202","利未","Λευΐ","Levi","male","accepted","nt-idgrp-0202","nt,ot","3","322","325"
"person-000203","利未","Λευΐ","Levi","male","accepted","nt-idgrp-0203","nt","1","0","1"
"person-000204","利未","Λευΐ","Levi","male","accepted","nt-idgrp-0204","nt","1","0","1"
"person-000205","利奴","Λίνος","Linus","male","accepted","nt-idgrp-0205","nt","1","0","1"
"person-000206","罗以","Λωΐς","Lois","female","accepted","nt-idgrp-0206","nt","1","0","1"
"person-000207","罗得","Λώτ","Lot","male","accepted","nt-idgrp-0207","nt,ot","4","30","34"
"person-000208","路求","Λούκιος","Lucius","male","accepted","nt-idgrp-0208","nt","2","0","2"
"person-000209","路加","Λουκᾶς","Luke","male","accepted","nt-idgrp-0209","nt","4","0","4"
"person-000210","吕底亚","Λυδία","Lydia","female","accepted","nt-idgrp-0210","nt","2","0","2"
"person-000211","吕撒聂","Λυσανίας","Lysanias","male","accepted","nt-idgrp-0211","nt","1","0","1"
"person-000212","克劳第·吕西亚","Λυσίας","Lysias","male","accepted","nt-idgrp-0212","nt","2","0","2"
"person-000213","玛押","Μαάθ","Maath","male","accepted","nt-idgrp-0213","nt","1","0","1"
"person-000214","玛勒列","Μαλελεήλ","Mahalalel","male","accepted","nt-idgrp-0214","nt,ot","1","6","7"
"person-000215","马勒古","Μάλχος","Malchus","male","accepted","nt-idgrp-0215","nt","1","0","1"
"person-000216","马念","Μαναήν","Manaen","male","accepted","nt-idgrp-0216","nt","1","0","1"
"person-000217","玛拿西","Μανασσῆς","Manasseh","male","accepted","nt-idgrp-0217","nt,ot","1","23","24"
"person-000219","马可","Μάρκος","Mark","male","accepted","nt-idgrp-0219","nt","10","0","10"
"person-000220","马大","Μάρθα","Martha","female","accepted","nt-idgrp-0220","nt","12","0","12"
"person-000221","马利亚","Μαρία","Mary","female","accepted","nt-idgrp-0221","nt","1","0","1"
"person-000222","马利亚","Μαρία","Mary","female","accepted","nt-idgrp-0222","nt","11","0","11"
"person-000223","马利亚","Μαρία","Mary","female","accepted","nt-idgrp-0223","nt","20","0","20"
"person-000224","马利亚","Μαρία","Mary","female","accepted","nt-idgrp-0224","nt","7","0","7"
"person-000225","马利亚","Μαρία","Mary","female","accepted","nt-idgrp-0225","nt","1","0","1"
"person-000226","抹大拉的马利亚","Μαρία","Mary_Magdalene","female","accepted","nt-idgrp-0226","nt","14","0","14"
"person-000227","玛达他","Ματταθά","Mattatha","male","accepted","nt-idgrp-0227","nt","1","0","1"
"person-000228","玛他提亚","Ματταθίας","Mattathias","male","accepted","nt-idgrp-0228","nt","1","0","1"
"person-000229","玛他提亚","Ματταθίας","Mattathias","male","accepted","nt-idgrp-0229","nt","1","0","1"
"person-000230","马但","Ματθάν","Matthan","male","accepted","nt-idgrp-0230","nt","1","0","1"
"person-000231","玛塔","Ματθάτ, Μαθθάτ","Matthat","male","accepted","nt-idgrp-0231","nt","1","0","1"
"person-000232","玛塔","Ματθάτ, Μαθθάτ","Matthat","male","accepted","nt-idgrp-0232","nt","1","0","1"
"person-000233","马太","Ματθαῖος","Matthew","male","accepted","nt-idgrp-0233","nt","8","0","8"
"person-000234","马提亚","Ματθίας, Μαθθίας","Matthias","male","accepted","nt-idgrp-0234","nt","2","0","2"
"person-000235","麦基","Μελχί","Melchi","male","accepted","nt-idgrp-0235","nt","1","0","1"
"person-000236","麦基","Μελχί","Melchi","male","accepted","nt-idgrp-0236","nt","1","0","1"
"person-000237","麦基洗德","Μελχισεδέκ","Melchizedek","male","accepted","nt-idgrp-0237","nt,ot","9","2","11"
"person-000238","米利亚","Μελεᾶς","Melea","male","accepted","nt-idgrp-0238","nt","1","0","1"
"person-000239","买南","Μαϊνάν","Menna","male","accepted","nt-idgrp-0239","nt","1","0","1"
"person-000240","玛土撒拉","Μαθουσάλα","Methuselah","male","accepted","nt-idgrp-0240","nt,ot","1","6","7"
"person-000241","拿孙","Μνάσων","Mnason","male","accepted","nt-idgrp-0241","nt","1","0","1"
"person-000242","摩西","Μωϋσῆς, Μωσῆς","Moses","male","accepted","nt-idgrp-0242","nt,ot","80","706","786"
"person-000243","乃缦","Νεεμάν, Ναιμάν","Naaman","male","accepted","nt-idgrp-0243","nt,ot","1","10","11"
"person-000244","拿该","Ναγγαί","Naggai","male","accepted","nt-idgrp-0244","nt","1","0","1"
"person-000245","拿鹤","Ναχώρ","Nahor","male","accepted","nt-idgrp-0245","nt,ot","1","6","7"
"person-000246","拿顺","Ναασσών","Nahshon","male","accepted","nt-idgrp-0246","nt,ot","2","9","11"
"person-000247","拿鸿","Ναούμ","Nahum","male","accepted","nt-idgrp-0247","nt","1","0","1"
"person-000249","拿其数","Νάρκισσος","Narcissus","male","accepted","nt-idgrp-0249","nt","1","0","1"
"person-000250","拿单","Ναθάν","Nathan","male","accepted","nt-idgrp-0250","nt,ot","1","4","5"
"person-000251","拿但业","Ναθαναήλ","Nathanael","male","accepted","nt-idgrp-0251","nt","6","0","6"
"person-000252","尼利亚","Νηρεύς","Nereus","male","accepted","nt-idgrp-0252","nt","1","0","1"
"person-000253","尼利","Νηρί","Neri","male","accepted","nt-idgrp-0253","nt","1","0","1"
"person-000255","尼迦挪","Νικάνωρ","Nicanor","male","accepted","nt-idgrp-0255","nt","1","0","1"
"person-000256","尼哥德慕","Νικόδημος","Nicodemus","male","accepted","nt-idgrp-0256","nt","5","0","5"
"person-000257","尼哥拉","Νικόλαος","Nicolaus","male","accepted","nt-idgrp-0257","nt","1","0","1"
"person-000258","挪亚","Νῶε","Noah","male","accepted","nt-idgrp-0258","nt,ot","8","39","47"
"person-000259","宁法","Νυμφᾶς","Nympha","female","accepted","nt-idgrp-0259","nt","1","0","1"
"person-000260","俄备得","Ὠβήδ","Obed","male","accepted","nt-idgrp-0260","nt,ot","2","4","6"
"person-000261","阿林巴","Ὀλυμπᾶς","Olympas","male","accepted","nt-idgrp-0261","nt","1","0","1"
"person-000262","阿尼西谋","Ὀνήσιμος","Onesimus","male","accepted","nt-idgrp-0262","nt","4","0","4"
"person-000263","阿尼色弗","Ὀνησίφορος","Onesiphorus","male","accepted","nt-idgrp-0263","nt","2","0","2"
"person-000264","巴米拿","Παρμενᾶς","Parmenas","male","accepted","nt-idgrp-0264","nt","1","0","1"
"person-000265","八罗巴","Πατροβᾶς","Patrobas","male","accepted","nt-idgrp-0265","nt","1","0","1"
"person-000266","保罗","Παῦλος","Paul","male","accepted","nt-idgrp-0266","nt","182","0","182"
"person-000267","法勒","Φάλεκ","Peleg","male","accepted","nt-idgrp-0267","nt,ot","1","7","8"
"person-000269","彼息","Περσίς","Persis","female","accepted","nt-idgrp-0269","nt","1","0","1"
"person-000270","彼得","Πέτρος","Peter","male","accepted","nt-idgrp-0270","nt","179","0","179"
