person_id,canonical_chinese,canonical_greek,latinized,sex,status,identity_group,testament,nt_ref_count,ot_ref_count,bible_ref_count
"person-000504","亚希米勒","","Ahimelech","male","accepted","ot-idgrp-otc-0138","ot","0","13","13"
"person-000505","亚希米勒","","Ahimelech","male","accepted","ot-idgrp-otc-0139","ot","0","1","1"
"person-000506","亚希米勒","","Ahimelech","male","accepted","ot-idgrp-otc-0140","ot","0","5","5"
"person-000507","亚希摩","","Ahimoth","male","accepted","ot-idgrp-otc-0141","ot","0","2","2"
"person-000508","亚希拿达","","Ahinadab","male","accepted","ot-idgrp-otc-0142","ot","0","1","1"
"person-000509","亚希暖","","Ahinoam","female","accepted","ot-idgrp-otc-0143","ot","0","1","1"
"person-000510","亚希暖","","Ahinoam","female","accepted","ot-idgrp-otc-0144","ot","0","6","6"
"person-000511","亚希约","","Ahio","male","accepted","ot-idgrp-otc-0145","ot","0","1","1"
"person-000512","亚希约","","Ahio","male","accepted","ot-idgrp-otc-0146","ot","0","2","2"
"person-000513","亚希约","","Ahio","male","accepted","ot-idgrp-otc-0147","ot","0","3","3"
"person-000514","亚希拉","","Ahira","male","accepted","ot-idgrp-otc-0148","ot","0","5","5"
"person-000515","亚希兰","","Ahiram","male","accepted","ot-idgrp-otc-0149","ot","0","3","3"
"person-000516","亚希撒抹","","Ahisamach","male","accepted","ot-idgrp-otc-0150","ot","0","3","3"
"person-000517","亚希沙哈","","Ahishahar","male","accepted","ot-idgrp-otc-0151","ot","0","1","1"
"person-000518","亚希煞","","Ahishar","male","accepted","ot-idgrp-otc-0152","ot","0","1","1"
"person-000519","亚希多弗","","Ahithophel","male","accepted","ot-idgrp-otc-0153","ot","0","17","17"
"person-000520","亚希突","","Ahitub","male","accepted","ot-idgrp-otc-0154","ot","0","3","3"
"person-000521","亚希突","","Ahitub","male","accepted","ot-idgrp-otc-0155","ot","0","5","5"
"person-000522","亚希突","","Ahitub","male","accepted","ot-idgrp-otc-0156","ot","0","5","5"
"person-000523","亚莱","","Ahlai","male","accepted","ot-idgrp-otc-0157","ot","0","1","1"
"person-000524","亚来","","Ahlai","female","accepted","ot-idgrp-otc-0158","ot","0","1","1"
"person-000525","亚合","","Ahoah","male","accepted","ot-idgrp-otc-0159","ot","0","6","6"
"person-000526","亚户买","","Ahumai","male","accepted","ot-idgrp-otc-0160","ot","0","1","1"
"person-000527","亚户撒","","Ahuzzam","male","accepted","ot-idgrp-otc-0161","ot","0","1","1"
"person-000528","亚户撒","","Ahuzzath","male","accepted","ot-idgrp-otc-0162","ot","0","1","1"
"person-000529","爱雅","","Aiah","male","accepted","ot-idgrp-otc-0163","ot","0","4","4"
"person-000530","亚雅","","Aiah","male","accepted","ot-idgrp-otc-0164","ot","0","2","2"
"person-000531","亚干","","Akan","male","accepted","ot-idgrp-otc-0165","ot","0","2","2"
"person-000532","阿谷","","Akkub","male","accepted","ot-idgrp-otc-0166","ot","0","1","1"
"person-000533","亚谷","","Akkub","male","accepted","ot-idgrp-otc-0167","ot","0","5","5"
"person-000534","亚谷","","Akkub","male","accepted","ot-idgrp-otc-0168","ot","0","1","1"
"person-000535","亚谷","","Akkub","male","accepted","ot-idgrp-otc-0169","ot","0","1","1"
"person-000536","亚拉篾","","Alemeth","male","accepted","ot-idgrp-otc-0170","ot","0","1","1"
"person-000537","亚拉篾","","Alemeth","male","accepted","ot-idgrp-otc-0171","ot","0","2","2"
"person-000538","亚龙","","Allon","male","accepted","ot-idgrp-otc-0172","ot","0","1","1"
"person-000539","亚摩答","","Almodad","male","accepted","ot-idgrp-otc-0173","ot","0","2","2"
"person-000540","亚勒瓦","","Alvah","male","accepted","ot-idgrp-otc-0174","ot","0","2","2"
"person-000541","亚勒文","","Alvan","male","accepted","ot-idgrp-otc-0175","ot","0","2","2"
"person-000542","亚抹","","Amal","male","accepted","ot-idgrp-otc-0176","ot","0","1","1"
"person-000543","亚玛力","","Amalek","male","accepted","ot-idgrp-otc-0177","ot","0","2","2"
"person-000544","亚玛利亚","","Amariah","male","accepted","ot-idgrp-otc-0178","ot","0","2","2"
"person-000545","亚玛利雅","","Amariah","male","accepted","ot-idgrp-otc-0179","ot","0","2","2"
"person-000546","亚玛利雅","","Amariah","male","accepted","ot-idgrp-otc-0180","ot","0","2","2"
"person-000547","亚玛利雅","","Amariah","male","accepted","ot-idgrp-otc-0181","ot","0","1","1"
"person-000548","亚玛利雅","","Amariah","male","accepted","ot-idgrp-otc-0182","ot","0","1","1"
"person-000549","亚玛利雅","","Amariah","male","accepted","ot-idgrp-otc-0183","ot","0","1","1"
"person-000550","亚玛利雅","","Amariah","male","accepted","ot-idgrp-otc-0184","ot","0","3","3"
"person-000551","亚玛利雅","","Amariah","male","accepted","ot-idgrp-otc-0185","ot","0","1","1"
"person-000552","亚玛利雅","","Amariah","male","accepted","ot-idgrp-otc-0186","ot","0","1","1"
"person-000553","亚玛撒","","Amasa","male","accepted","ot-idgrp-otc-0187","ot","0","1","1"
"person-000554","亚玛撒","","Amasa","male","accepted","ot-idgrp-otc-0188","ot","0","11","11"
"person-000555","亚玛撒","","Amasai","male","accepted","ot-idgrp-otc-0189","ot","0","1","1"
"person-000556","亚玛赛","","Amasai","male","accepted","ot-idgrp-otc-0190","ot","0","1","1"
"person-000557","亚玛赛","","Amasai","male","accepted","ot-idgrp-otc-0191","ot","0","2","2"
"person-000558","亚玛赛","","Amasai","male","accepted","ot-idgrp-otc-0192","ot","0","1","1"
"person-000559","亚玛斯雅","","Amasiah","male","accepted","ot-idgrp-otc-0193","ot","0","1","1"
"person-000560","亚玛谢","","Amaziah","male","accepted","ot-idgrp-otc-0194","ot","0","1","1"
"person-000561","亚玛谢","","Amaziah","male","accepted","ot-idgrp-otc-0195","ot","0","1","1"
"person-000562","亚玛谢","","Amaziah","male","accepted","ot-idgrp-otc-0196","ot","0","34","34"
"person-000563","亚玛谢","","Amaziah","male","accepted","ot-idgrp-otc-0197","ot","0","3","3"
"person-000564","亚米","","Ami","male","accepted","ot-idgrp-otc-0198","ot","0","2","2"
"person-000565","亚米太","","Amittai","male","accepted","ot-idgrp-otc-0199","ot","0","2","2"
"person-000566","亚米利","","Ammiel","male","accepted","ot-idgrp-otc-0200","ot","0","1","1"
"person-000567","亚米利","","Ammiel","male","accepted","ot-idgrp-otc-0201","ot","0","3","3"
"person-000568","亚米利","","Ammiel","male","accepted","ot-idgrp-otc-0202","ot","0","1","1"
"person-000569","亚米忽","","Ammihud","male","accepted","ot-idgrp-otc-0203","ot","0","1","1"
"person-000570","亚米忽","","Ammihud","male","accepted","ot-idgrp-otc-0204","ot","0","1","1"
"person-000571","亚米忽","","Ammihud","male","accepted","ot-idgrp-otc-0205","ot","0","6","6"
"person-000572","亚米忽","","Ammihud","male","accepted","ot-idgrp-otc-0206","ot","0","1","1"
"person-000573","亚米忽","","Ammihud","male","accepted","ot-idgrp-otc-0207","ot","0","1","1"
"person-000574","亚米拿达","","Amminadab","male","accepted","ot-idgrp-otc-0208","ot","0","2","2"
"person-000575","亚米沙代","","Ammishaddai","male","accepted","ot-idgrp-otc-0211","ot","0","5","5"
"person-000576","暗米萨拔","","Ammizabad","male","accepted","ot-idgrp-otc-0212","ot","0","1","1"
"person-000577","暗嫩","","Amnon","male","accepted","ot-idgrp-otc-0213","ot","0","1","1"
"person-000578","暗嫩","","Amnon","male","accepted","ot-idgrp-otc-0214","ot","0","21","21"
"person-000579","亚木","","Amok","male","accepted","ot-idgrp-otc-0215","ot","0","2","2"
"person-000580","亚们","","Amon","male","accepted","ot-idgrp-otc-0216","ot","0","2","2"
"person-000581","阿摩司","","Amos","male","accepted","ot-idgrp-otc-0218","ot","0","7","7"
"person-000582","亚摩斯","","Amoz","male","accepted","ot-idgrp-otc-0219","ot","0","13","13"
"person-000583","暗兰","","Amram","male","accepted","ot-idgrp-otc-0220","ot","0","13","13"
"person-000584","暗兰","","Amram","male","accepted","ot-idgrp-otc-0221","ot","0","1","1"
"person-000585","暗拉非","","Amraphel","male","accepted","ot-idgrp-otc-0222","ot","0","2","2"
"person-000586","暗西","","Amzi","male","accepted","ot-idgrp-otc-0223","ot","0","1","1"
"person-000587","暗洗","","Amzi","male","accepted","ot-idgrp-otc-0224","ot","0","1","1"
"person-000588","亚拿","","Anah","male","accepted","ot-idgrp-otc-0225","ot","0","10","10"
"person-000589","亚奈雅","","Anaiah","male","accepted","ot-idgrp-otc-0226","ot","0","1","1"
"person-000590","亚奈雅","","Anaiah","male","accepted","ot-idgrp-otc-0227","ot","0","1","1"
"person-000591","亚衲","","Anak","male","accepted","ot-idgrp-otc-0228","ot","0","16","16"
"person-000592","亚难","","Anan","male","accepted","ot-idgrp-otc-0230","ot","0","1","1"
"person-000593","阿拿尼","","Anani","male","accepted","ot-idgrp-otc-0231","ot","0","1","1"
"person-000594","亚难尼","","Ananiah","male","accepted","ot-idgrp-otc-0232","ot","0","1","1"
"person-000595","亚拿","","Anath","male","accepted","ot-idgrp-otc-0233","ot","0","2","2"
"person-000596","亚拿突","","Anathoth","male","accepted","ot-idgrp-otc-0234","ot","0","1","1"
"person-000597","亚拿突","","Anathoth","male","accepted","ot-idgrp-otc-0235","ot","0","1","1"
"person-000598","亚乃","","Aner","male","accepted","ot-idgrp-otc-0236","ot","0","2","2"
"person-000599","阿尼安","","Aniam","male","accepted","ot-idgrp-otc-0237","ot","0","1","1"
"person-000600","安陀提雅","","Anthothijah","male","accepted","ot-idgrp-otc-0238","ot","0","1","1"
"person-000601","亚诺","","Anub","male","accepted","ot-idgrp-otc-0239","ot","0","1","1"
"person-000602","亚斐亚","","Aphiah","male","accepted","ot-idgrp-otc-0240","ot","0","1","1"
"person-000603","亚拉","","Ara","male","accepted","ot-idgrp-otc-0241","ot","0","1","1"
"person-000604","亚拉得","","Arad","male","accepted","ot-idgrp-otc-0242","ot","0","1","1"
"person-000605","亚拉","","Arah","male","accepted","ot-idgrp-otc-0243","ot","0","1","1"
"person-000606","亚拉","","Arah","male","accepted","ot-idgrp-otc-0244","ot","0","2","2"
"person-000607","亚拉","","Arah","male","accepted","ot-idgrp-otc-0245","ot","0","1","1"
"person-000608","亚兰","","Aram","male","accepted","ot-idgrp-otc-0246","ot","0","1","1"
"person-000609","亚兰","","Aram","male","accepted","ot-idgrp-otc-0247","ot","0","4","4"
"person-000610","亚兰","","Aram","male","accepted","ot-idgrp-otc-0248","ot","0","1","1"
"person-000611","亚兰","","Aran","male","accepted","ot-idgrp-otc-0250","ot","0","2","2"
"person-000612","亚巴","","Arba","male","accepted","ot-idgrp-otc-0251","ot","0","3","3"
"person-000613","亚勒","","Ard","male","accepted","ot-idgrp-otc-0252","ot","0","1","1"
"person-000614","亚勒","","Ard","male","accepted","ot-idgrp-otc-0253","ot","0","1","1"
"person-000615","押墩","","Ardon","male","accepted","ot-idgrp-otc-0254","ot","0","1","1"
"person-000616","亚列利","","Areli","male","accepted","ot-idgrp-otc-0255","ot","0","2","2"
"person-000617","亚珥歌伯","","Argob","male","accepted","ot-idgrp-otc-0256","ot","0","1","1"
"person-000618","亚利代","","Aridai","male","accepted","ot-idgrp-otc-0257","ot","0","1","1"
"person-000619","亚利大他","","Aridatha","male","accepted","ot-idgrp-otc-0258","ot","0","1","1"
"person-000620","亚利耶","","Arieh","male","accepted","ot-idgrp-otc-0259","ot","0","1","1"
"person-000621","亚列","","Ariel","male","accepted","ot-idgrp-otc-0260","ot","0","1","1"
"person-000622","亚略","","Arioch","male","accepted","ot-idgrp-otc-0261","ot","0","4","4"
"person-000623","亚略","","Arioch","male","accepted","ot-idgrp-otc-0262","ot","0","2","2"
"person-000624","亚利赛","","Arisai","male","accepted","ot-idgrp-otc-0263","ot","0","1","1"
"person-000625","亚摩尼","","Armoni","male","accepted","ot-idgrp-otc-0264","ot","0","1","1"
"person-000626","亚珥难","","Arnan","male","accepted","ot-idgrp-otc-0265","ot","0","1","1"
"person-000627","亚罗底","","Arod","male","accepted","ot-idgrp-otc-0266","ot","0","2","2"
"person-000628","亚达薛西","","Artaxerxes","male","accepted","ot-idgrp-otc-0268","ot","0","14","14"
"person-000629","亚杂","","Arza","male","accepted","ot-idgrp-otc-0269","ot","0","1","1"
"person-000630","亚撒","","Asa","male","accepted","ot-idgrp-otc-0270","ot","0","1","1"
"person-000631","亚撒黑","","Asahel","male","accepted","ot-idgrp-otc-0272","ot","0","1","1"
"person-000632","亚撒黑","","Asahel","male","accepted","ot-idgrp-otc-0273","ot","0","1","1"
"person-000633","亚撒黑","","Asahel","male","accepted","ot-idgrp-otc-0274","ot","0","14","14"
"person-000634","亚撒黑","","Asahel","male","accepted","ot-idgrp-otc-0275","ot","0","1","1"
"person-000635","亚帅雅","","Asaiah","male","accepted","ot-idgrp-otc-0276","ot","0","2","2"
"person-000636","亚帅雅","","Asaiah","male","accepted","ot-idgrp-otc-0277","ot","0","1","1"
"person-000637","亚帅雅","","Asaiah","male","accepted","ot-idgrp-otc-0278","ot","0","1","1"
"person-000638","亚帅雅","","Asaiah","male","accepted","ot-idgrp-otc-0279","ot","0","1","1"
"person-000639","亚撒雅","","Asaiah","male","accepted","ot-idgrp-otc-0280","ot","0","3","3"
"person-000640","亚萨","","Asaph","male","accepted","ot-idgrp-otc-0281","ot","0","33","33"
"person-000641","亚萨","","Asaph","male","accepted","ot-idgrp-otc-0282","ot","0","2","2"
"person-000642","亚萨","","Asaph","male","accepted","ot-idgrp-otc-0283","ot","0","4","4"
"person-000643","亚萨","","Asaph","male","accepted","ot-idgrp-otc-0284","ot","0","1","1"
"person-000644","亚撒列","","Asarel","male","accepted","ot-idgrp-otc-0285","ot","0","1","1"
"person-000645","亚西纳","","Asenath","female","accepted","ot-idgrp-otc-0286","ot","0","3","3"
"person-000646","亚萨利拉","","Asharelah","male","accepted","ot-idgrp-otc-0287","ot","0","2","2"
"person-000647","亚实别","","Ashbel","male","accepted","ot-idgrp-otc-0288","ot","0","3","3"
"person-000648","亚施户","","Ashhur","male","accepted","ot-idgrp-otc-0290","ot","0","2","2"
"person-000649","亚实基拿","","Ashkenaz","male","accepted","ot-idgrp-otc-0291","ot","0","2","2"
"person-000650","亚施毗拿","","Ashpenaz","male","accepted","ot-idgrp-otc-0292","ot","0","1","1"
"person-000651","亚施法","","Ashvath","male","accepted","ot-idgrp-otc-0293","ot","0","1","1"
"person-000652","亚薛","","Asiel","male","accepted","ot-idgrp-otc-0294","ot","0","1","1"
"person-000653","押拿","","Asnah","male","accepted","ot-idgrp-otc-0295","ot","0","1","1"
"person-000654","亚斯帕他","","Aspatha","male","accepted","ot-idgrp-otc-0296","ot","0","1","1"
"person-000655","亚斯列","","Asriel","male","accepted","ot-idgrp-otc-0297","ot","0","1","1"
"person-000656","亚斯烈","","Asriel","male","accepted","ot-idgrp-otc-0298","ot","0","2","2"
"person-000657","亚述","","Asshur","male","accepted","ot-idgrp-otc-0299","ot","0","2","2"
"person-000658","亚惜","","Assir","male","accepted","ot-idgrp-otc-0300","ot","0","2","2"
"person-000659","亚惜","","Assir","male","accepted","ot-idgrp-otc-0301","ot","0","2","2"
"person-000660","亚她拉","","Atarah","female","accepted","ot-idgrp-otc-0302","ot","0","1","1"
"person-000661","亚特","","Ater","male","accepted","ot-idgrp-otc-0303","ot","0","2","2"
"person-000662","亚特","","Ater","male","accepted","ot-idgrp-otc-0304","ot","0","2","2"
"person-000663","亚特","","Ater","male","accepted","ot-idgrp-otc-0305","ot","0","1","1"
"person-000664","亚他雅","","Athaiah","male","accepted","ot-idgrp-otc-0306","ot","0","1","1"
"person-000665","亚他利雅","","Athaliah","male","accepted","ot-idgrp-otc-0307","ot","0","1","1"
"person-000666","亚她利雅","","Athaliah","female","accepted","ot-idgrp-otc-0308","ot","0","15","15"
"person-000667","亚他利雅","","Athaliah","male","accepted","ot-idgrp-otc-0309","ot","0","1","1"
"person-000668","亚勒","","Athlai","male","accepted","ot-idgrp-otc-0310","ot","0","1","1"
"person-000669","亚太","","Attai","male","accepted","ot-idgrp-otc-0311","ot","0","1","1"
"person-000670","亚太","","Attai","male","accepted","ot-idgrp-otc-0312","ot","0","2","2"
"person-000671","亚太","","Attai","male","accepted","ot-idgrp-otc-0313","ot","0","1","1"
"person-000672","亚萨利雅","","Azaliah","male","accepted","ot-idgrp-otc-0314","ot","0","2","2"
"person-000673","亚散尼","","Azaniah","male","accepted","ot-idgrp-otc-0315","ot","0","1","1"
"person-000674","亚萨列","","Azarel","male","accepted","ot-idgrp-otc-0316","ot","0","1","1"
"person-000675","亚萨列","","Azarel","male","accepted","ot-idgrp-otc-0317","ot","0","1","1"
"person-000676","亚萨利","","Azarel","male","accepted","ot-idgrp-otc-0318","ot","0","1","1"
"person-000677","亚撒利","","Azarel","male","accepted","ot-idgrp-otc-0319","ot","0","1","1"
"person-000678","亚撒利雅","","Azariah","male","accepted","ot-idgrp-otc-0320","ot","0","2","2"
"person-000679","亚撒利雅","","Azariah","male","accepted","ot-idgrp-otc-0321","ot","0","1","1"
"person-000680","亚撒利雅","","Azariah","male","accepted","ot-idgrp-otc-0322","ot","0","4","4"
"person-000681","亚撒利雅","","Azariah","male","accepted","ot-idgrp-otc-0323","ot","0","2","2"
"person-000682","亚撒利雅","","Azariah","male","accepted","ot-idgrp-otc-0324","ot","0","2","2"
"person-000683","亚撒利雅","","Azariah","male","accepted","ot-idgrp-otc-0325","ot","0","1","1"
"person-000684","亚撒利雅","","Azariah","male","accepted","ot-idgrp-otc-0326","ot","0","1","1"
"person-000685","亚撒利雅","","Azariah","male","accepted","ot-idgrp-otc-0327","ot","0","1","1"
"person-000686","亚撒利雅","","Azariah","male","accepted","ot-idgrp-otc-0328","ot","0","1","1"
"person-000687","亚撒利雅","","Azariah","male","accepted","ot-idgrp-otc-0329","ot","0","1","1"
"person-000688","亚撒利雅","","Azariah","male","accepted","ot-idgrp-otc-0330","ot","0","2","2"
"person-000689","亚撒利雅","","Azariah","male","accepted","ot-idgrp-otc-0331","ot","0","1","1"
"person-000690","亚撒利雅","","Azariah","male","accepted","ot-idgrp-otc-0332","ot","0","1","1"
"person-000691","亚撒利雅","","Azariah","male","accepted","ot-idgrp-otc-0333","ot","0","1","1"
"person-000692","亚撒利雅","","Azariah","male","accepted","ot-idgrp-otc-0334","ot","0","2","2"
"person-000693","亚撒利雅","","Azariah","male","accepted","ot-idgrp-otc-0335","ot","0","18","18"
"person-000694","亚撒利雅","","Azariah","male","accepted","ot-idgrp-otc-0336","ot","0","2","2"
"person-000695","亚撒利雅","","Azariah","male","accepted","ot-idgrp-otc-0337","ot","0","3","3"
"person-000696","亚撒利雅","","Azariah","male","accepted","ot-idgrp-otc-0338","ot","0","1","1"
"person-000697","亚撒利雅","","Azariahu","male","accepted","ot-idgrp-otc-0339","ot","0","1","1"
"person-000698","亚撒","","Azaz","male","accepted","ot-idgrp-otc-0340","ot","0","1","1"
"person-000699","亚撒西雅","","Azaziah","male","accepted","ot-idgrp-otc-0341","ot","0","1","1"
"person-000700","阿撒细雅","","Azaziah","male","accepted","ot-idgrp-otc-0342","ot","0","1","1"
"person-000701","亚撒细雅","","Azaziah","male","accepted","ot-idgrp-otc-0343","ot","0","1","1"
"person-000702","押卜","","Azbuk","male","accepted","ot-idgrp-otc-0344","ot","0","1","1"
"person-000703","亚悉","","Azel","male","accepted","ot-idgrp-otc-0345","ot","0","4","4"
"person-000704","押甲","","Azgad","male","accepted","ot-idgrp-otc-0346","ot","0","3","3"
"person-000705","押甲","","Azgad","male","accepted","ot-idgrp-otc-0347","ot","0","1","1"
"person-000706","亚西撒","","Aziza","male","accepted","ot-idgrp-otc-0348","ot","0","1","1"
"person-000707","亚斯玛威","","Azmaveth","male","accepted","ot-idgrp-otc-0349","ot","0","1","1"
"person-000708","押斯马威","","Azmaveth","male","accepted","ot-idgrp-otc-0350","ot","0","1","1"
"person-000709","亚斯玛威","","Azmaveth","male","accepted","ot-idgrp-otc-0351","ot","0","2","2"
"person-000710","押斯玛弗","","Azmaveth","male","accepted","ot-idgrp-otc-0352","ot","0","2","2"
"person-000711","亚斯列","","Azriel","male","accepted","ot-idgrp-otc-0353","ot","0","1","1"
"person-000712","亚斯列","","Azriel","male","accepted","ot-idgrp-otc-0354","ot","0","1","1"
"person-000713","亚斯列","","Azriel","male","accepted","ot-idgrp-otc-0355","ot","0","1","1"
"person-000714","亚斯利干","","Azrikam","male","accepted","ot-idgrp-otc-0356","ot","0","1","1"
"person-000715","亚斯利干","","Azrikam","male","accepted","ot-idgrp-otc-0357","ot","0","2","2"
"person-000716","押利甘","","Azrikam","male","accepted","ot-idgrp-otc-0358","ot","0","2","2"
"person-000717","押斯利甘","","Azrikam","male","accepted","ot-idgrp-otc-0359","ot","0","1","1"
"person-000718","阿苏巴","","Azubah","female","accepted","ot-idgrp-otc-0360","ot","0","2","2"
"person-000719","阿苏巴","","Azubah","female","accepted","ot-idgrp-otc-0361","ot","0","2","2"
"person-000720","阿散","","Azzan","male","accepted","ot-idgrp-otc-0362","ot","0","1","1"
"person-000721","押朔","","Azzur","male","accepted","ot-idgrp-otc-0363","ot","0","1","1"
"person-000722","押朔","","Azzur","male","accepted","ot-idgrp-otc-0364","ot","0","1","1"
"person-000723","押朔","","Azzur","male","accepted","ot-idgrp-otc-0365","ot","0","1","1"
"person-000724","巴勒·哈南","","Baal-hanan","male","accepted","ot-idgrp-otc-0366","ot","0","1","1"
"person-000725","巴勒·哈南","","Baal-hanan","male","accepted","ot-idgrp-otc-0367","ot","0","4","4"
"person-000726","巴力","","Baal","male","accepted","ot-idgrp-otc-0369","ot","0","1","1"
"person-000727","巴力","","Baal","male","accepted","ot-idgrp-otc-0370","ot","0","2","2"
"person-000728","巴利斯","","Baalis","male","accepted","ot-idgrp-otc-0371","ot","0","1","1"
"person-000729","巴拿","","Baana","male","accepted","ot-idgrp-otc-0372","ot","0","1","1"
"person-000730","巴拿","","Baana","male","accepted","ot-idgrp-otc-0373","ot","0","1","1"
"person-000731","巴拿","","Baana","male","accepted","ot-idgrp-otc-0374","ot","0","1","1"
"person-000732","巴拿","","Baanah","male","accepted","ot-idgrp-otc-0375","ot","0","2","2"
"person-000733","巴拿","","Baanah","male","accepted","ot-idgrp-otc-0376","ot","0","4","4"
"person-000734","巴拿","","Baanah","male","accepted","ot-idgrp-otc-0377","ot","0","2","2"
"person-000735","巴拿","","Baanah","male","accepted","ot-idgrp-otc-0378","ot","0","1","1"
"person-000736","巴拉","","Baara","female","accepted","ot-idgrp-otc-0379","ot","0","1","1"
"person-000737","巴西雅","","Baaseiah","male","accepted","ot-idgrp-otc-0380","ot","0","1","1"
"person-000738","巴沙","","Baasha","male","accepted","ot-idgrp-otc-0381","ot","0","26","26"
"person-000739","拔巴甲","","Bakbakkar","male","accepted","ot-idgrp-otc-0382","ot","0","1","1"
"person-000740","巴卜","","Bakbuk","male","accepted","ot-idgrp-otc-0383","ot","0","2","2"
"person-000741","八布迦","","Bakbukiah","male","accepted","ot-idgrp-otc-0384","ot","0","3","3"
"person-000742","巴拉但","","Baladan","male","accepted","ot-idgrp-otc-0386","ot","0","2","2"
"person-000743","巴尼","","Bani","male","accepted","ot-idgrp-otc-0388","ot","0","1","1"
"person-000744","巴尼","","Bani","male","accepted","ot-idgrp-otc-0389","ot","0","1","1"
"person-000745","巴尼","","Bani","male","accepted","ot-idgrp-otc-0390","ot","0","1","1"
"person-000746","巴尼","","Bani","male","accepted","ot-idgrp-otc-0391","ot","0","1","1"
"person-000747","巴尼","","Bani","male","accepted","ot-idgrp-otc-0392","ot","0","1","1"
"person-000748","巴尼","","Bani","male","accepted","ot-idgrp-otc-0393","ot","0","4","4"
"person-000749","巴尼","","Bani","male","accepted","ot-idgrp-otc-0394","ot","0","1","1"
"person-000750","巴尼","","Bani","male","accepted","ot-idgrp-otc-0395","ot","0","1","1"
"person-000751","巴尼","","Bani","male","accepted","ot-idgrp-otc-0396","ot","0","1","1"
"person-000752","巴尼","","Bani","male","accepted","ot-idgrp-otc-0397","ot","0","5","5"
"person-000753","巴尼","","Bani","male","accepted","ot-idgrp-otc-0398","ot","0","2","2"
"person-000754","巴拉迦","","Barachel","male","accepted","ot-idgrp-otc-0399","ot","0","2","2"
"person-000755","巴利亚","","Bariah","male","accepted","ot-idgrp-otc-0401","ot","0","1","1"
"person-000756","巴柯","","Barkos","male","accepted","ot-idgrp-otc-0402","ot","0","2","2"
"person-000757","巴录","","Baruch","male","accepted","ot-idgrp-otc-0403","ot","0","21","21"
"person-000758","巴录","","Baruch","male","accepted","ot-idgrp-otc-0404","ot","0","1","1"
"person-000759","巴录","","Baruch","male","accepted","ot-idgrp-otc-0405","ot","0","1","1"
"person-000760","巴录","","Baruch","male","accepted","ot-idgrp-otc-0406","ot","0","1","1"
"person-000761","巴西莱","","Barzillai","male","accepted","ot-idgrp-otc-0407","ot","0","9","9"
"person-000762","巴西莱","","Barzillai","male","accepted","ot-idgrp-otc-0408","ot","0","1","1"
"person-000763","巴西莱","","Barzillai","male","accepted","ot-idgrp-otc-0409","ot","0","2","2"
"person-000764","巴实抹","","Basemath","female","accepted","ot-idgrp-otc-0410","ot","0","1","1"
"person-000765","拔示巴","","Bathsheba","female","accepted","ot-idgrp-otc-0412","ot","0","12","12"
"person-000766","巴瓦伊","","Bavvai","male","accepted","ot-idgrp-otc-0413","ot","0","1","1"
"person-000767","巴洗律","","Bazluth","male","accepted","ot-idgrp-otc-0414","ot","0","2","2"
"person-000768","比亚利雅","","Bealiah","male","accepted","ot-idgrp-otc-0415","ot","0","1","1"
"person-000769","比拜","","Bebai","male","accepted","ot-idgrp-otc-0416","ot","0","4","4"
"person-000770","比拜","","Bebai","male","accepted","ot-idgrp-otc-0417","ot","0","1","1"
"person-000771","比拜","","Bebai","male","accepted","ot-idgrp-otc-0418","ot","0","1","1"
"person-000772","比结","","Becher","male","accepted","ot-idgrp-otc-0419","ot","0","3","3"
"person-000773","比结","","Becher","male","accepted","ot-idgrp-otc-0420","ot","0","1","1"
"person-000774","比歌拉","","Becorath","male","accepted","ot-idgrp-otc-0421","ot","0","1","1"
"person-000775","比达","","Bedad","male","accepted","ot-idgrp-otc-0422","ot","0","2","2"
"person-000776","比但","","Bedan","male","accepted","ot-idgrp-otc-0423","ot","0","1","1"
"person-000777","比底雅","","Bedeiah","male","accepted","ot-idgrp-otc-0424","ot","0","1","1"
"person-000778","比拉","","Beera","male","accepted","ot-idgrp-otc-0425","ot","0","1","1"
"person-000779","备拉","","Beerah","male","accepted","ot-idgrp-otc-0426","ot","0","1","1"
"person-000780","比利","","Beeri","male","accepted","ot-idgrp-otc-0427","ot","0","1","1"
"person-000781","备利","","Beeri","male","accepted","ot-idgrp-otc-0428","ot","0","1","1"
"person-000782","比拉","","Bela","male","accepted","ot-idgrp-otc-0429","ot","0","1","1"
"person-000783","比拉","","Bela","male","accepted","ot-idgrp-otc-0430","ot","0","4","4"
"person-000784","比拉","","Bela","male","accepted","ot-idgrp-otc-0431","ot","0","7","7"
"person-000785","伯沙撒","","Belshazzar","male","accepted","ot-idgrp-otc-0432","ot","0","8","8"
"person-000786","便·亚比拿达","","Ben-abinadab","male","accepted","ot-idgrp-otc-0433","ot","0","1","1"
"person-000787","便·亚米","","Ben-ammi","male","accepted","ot-idgrp-otc-0434","ot","0","1","1"
"person-000788","便·底甲","","Ben-deker","male","accepted","ot-idgrp-otc-0435","ot","0","1","1"
"person-000789","便·基别","","Ben-Geber","male","accepted","ot-idgrp-otc-0436","ot","0","1","1"
"person-000790","便·哈达","","Ben-hadad","male","accepted","ot-idgrp-otc-0437","ot","0","17","17"
"person-000791","便哈达","","Ben-hadad","male","accepted","ot-idgrp-otc-0438","ot","0","4","4"
"person-000792","便·哈达","","Ben-hadad","male","accepted","ot-idgrp-otc-0439","ot","0","3","3"
