name_id,person_id,name_text,language,source_scope,status
"name-0429","nt-people-0161","Ἰούδα","en","variant","accepted"
"name-0430","nt-people-0162","Joel","en","canonical","accepted"
"name-0431","nt-people-0162","יוֹאֵל","en","canonical","pending"
"name-0432","nt-people-0162","Ἰωήλ","grc","alias","accepted"
"name-0433","nt-people-0163","John","en","canonical","accepted"
"name-0434","nt-people-0163","Ἰωάννης","en","canonical","accepted"
"name-0435","nt-people-0164","John","en","canonical","accepted"
"name-0436","nt-people-0164","Ἰωάννης","en","canonical","accepted"
"name-0437","nt-people-0164","Ἰωνᾶς","en","variant","accepted"
"name-0438","nt-people-0165","John","en","canonical","accepted"
"name-0439","nt-people-0165","Ἰωάννης","en","canonical","accepted"
"name-0440","nt-people-0166","John","en","canonical","accepted"
"name-0441","nt-people-0166","Ἰωάννης","en","canonical","accepted"
"name-0442","nt-people-0166","Βοανεργές","en","canonical","accepted"
"name-0443","nt-people-0167","Jonah","en","canonical","accepted"
"name-0444","nt-people-0167","יוֹנָה","en","canonical","pending"
"name-0445","nt-people-0167","Ἰωνᾶς","grc","alias","accepted"
"name-0446","nt-people-0168","Jonam","en","canonical","accepted"
"name-0447","nt-people-0168","Ἰωνάν","en","canonical","accepted"
"name-0448","nt-people-0169","Jorim","en","canonical","accepted"
"name-0449","nt-people-0169","Ἰωρείμ","en","canonical","accepted"
"name-0450","nt-people-0170","Josech","en","canonical","accepted"
"name-0451","nt-people-0170","Ἰωσήχ","en","canonical","accepted"
"name-0452","nt-people-0170","Ἰωσήφ","en","variant","accepted"
"name-0453","nt-people-0171","Joseph","en","canonical","accepted"
"name-0454","nt-people-0171","Ἰωσήφ","en","canonical","accepted"
"name-0455","nt-people-0171","Βαρσαβᾶς","en","canonical","accepted"
"name-0456","nt-people-0171","Ἰοῦστος","en","canonical","accepted"
"name-0457","nt-people-0172","Joseph","en","canonical","accepted"
"name-0458","nt-people-0172","יוֹסֵף","en","canonical","pending"
"name-0459","nt-people-0172","יְהוֹסֵף","en","canonical","pending"
"name-0460","nt-people-0172","צָֽפְנַת פַּעְנֵחַ","en","canonical","pending"
"name-0461","nt-people-0172","Ἰωσήφ","grc","alias","accepted"
"name-0462","nt-people-0172","Ἰωσήφ","en","alias","accepted"
"name-0463","nt-people-0173","Joseph","en","canonical","accepted"
"name-0464","nt-people-0173","Ἰωσήφ","en","canonical","accepted"
"name-0465","nt-people-0174","Joseph","en","canonical","accepted"
"name-0466","nt-people-0174","Ἰωσήφ","en","canonical","accepted"
"name-0467","nt-people-0175","Joseph","en","canonical","accepted"
"name-0468","nt-people-0175","Ἰωσήφ","en","canonical","accepted"
"name-0469","nt-people-0176","Joseph","en","canonical","accepted"
"name-0470","nt-people-0176","Ἰωσήφ","en","canonical","accepted"
"name-0471","nt-people-0177","Joses","en","canonical","accepted"
"name-0472","nt-people-0177","Ἰωσῆς","en","canonical","accepted"
"name-0473","nt-people-0177","Ἰωσήφ","en","canonical","accepted"
"name-0474","nt-people-0178","Joses","en","canonical","accepted"
"name-0475","nt-people-0178","Ἰωσῆς","en","canonical","accepted"
"name-0476","nt-people-0178","Ἰωσήφ","en","canonical","accepted"
"name-0477","nt-people-0179","Joshua","en","canonical","accepted"
"name-0478","nt-people-0179","יְהוֹשׁוּעַ","en","canonical","pending"
"name-0479","nt-people-0179","הוֹשֵׁעַ","en","canonical","pending"
"name-0480","nt-people-0179","יֵשׁוּעַ","en","canonical","pending"
"name-0481","nt-people-0179","Ἰησοῦς","grc","alias","accepted"
"name-0482","nt-people-0180","Joshua","en","canonical","accepted"
"name-0483","nt-people-0180","Ἰησοῦς","en","canonical","accepted"
"name-0484","nt-people-0180","Ἰωσή","en","variant","accepted"
"name-0485","nt-people-0181","Josiah","en","canonical","accepted"
"name-0486","nt-people-0181","יֹאשִׁיָּ֫הוּ","en","canonical","pending"
"name-0487","nt-people-0181","Ἰωσίας","grc","alias","accepted"
"name-0488","nt-people-0182","Jotham","en","canonical","accepted"
"name-0489","nt-people-0182","יוֹתָם","en","canonical","pending"
"name-0490","nt-people-0182","Ἰωάθαμ","grc","alias","accepted"
"name-0491","nt-people-0183","Judah","en","canonical","accepted"
"name-0492","nt-people-0183","יְהוּדָה","en","canonical","pending"
"name-0493","nt-people-0183","דָּוִד","en","variant","pending"
"name-0494","nt-people-0183","יְהוּדִי","en","alias","pending"
"name-0495","nt-people-0183","יָהַד","en","alias","pending"
"name-0496","nt-people-0183","יְהוּדַי","en","alias","pending"
"name-0497","nt-people-0183","Ἰουδά","grc","alias","accepted"
"name-0498","nt-people-0183","Ἰούδας","en","variant","accepted"
"name-0499","nt-people-0183","Ἰουδαῖος","en","alias","accepted"
"name-0500","nt-people-0183","Ἰουδαΐζω","en","variant","accepted"
"name-0501","nt-people-0183","Ἰουδαϊκός","en","variant","accepted"
"name-0502","nt-people-0183","Ἰουδαϊκῶς","en","variant","accepted"
"name-0503","nt-people-0184","Judah","en","canonical","accepted"
"name-0504","nt-people-0184","Ἰούδας","en","canonical","accepted"
"name-0505","nt-people-0185","Judas","en","canonical","accepted"
"name-0506","nt-people-0185","Ἰούδας","en","canonical","accepted"
"name-0507","nt-people-0185","Βαρσαβᾶς","en","canonical","accepted"
"name-0508","nt-people-0186","Judas","en","canonical","accepted"
"name-0509","nt-people-0186","Ἰούδας","en","canonical","accepted"
"name-0510","nt-people-0187","Judas","en","canonical","accepted"
"name-0511","nt-people-0187","Ἰούδας","en","canonical","accepted"
"name-0512","nt-people-0188","Judas","en","canonical","accepted"
"name-0513","nt-people-0188","Ἰούδας","en","canonical","accepted"
"name-0514","nt-people-0188","Λεββαῖος","en","canonical","accepted"
"name-0515","nt-people-0188","Θαδδαῖος","en","canonical","accepted"
"name-0516","nt-people-0189","Judas","en","canonical","accepted"
"name-0517","nt-people-0189","Ἰούδας","en","canonical","accepted"
"name-0518","nt-people-0189","Ἰσκαριώτης, Ἰσκαριώθ","en","canonical","accepted"
"name-0519","nt-people-0190","Jude","en","canonical","accepted"
"name-0520","nt-people-0190","Ἰούδας","en","canonical","accepted"
"name-0521","nt-people-0191","Julia","en","canonical","accepted"
"name-0522","nt-people-0191","Ἰουλία","en","canonical","accepted"
"name-0523","nt-people-0192","Julius","en","canonical","accepted"
"name-0524","nt-people-0192","Ἰούλιος","en","canonical","accepted"
"name-0525","nt-people-0193","Junia","en","canonical","accepted"
"name-0526","nt-people-0193","Ἰουνιᾶς","en","canonical","accepted"
"name-0527","nt-people-0194","Justus","en","canonical","accepted"
"name-0528","nt-people-0194","Ἰοῦστος","en","canonical","accepted"
"name-0529","nt-people-0194","Τιτίος","en","canonical","accepted"
"name-0530","nt-people-0195","Justus","en","canonical","accepted"
"name-0531","nt-people-0195","Ἰοῦστος","en","canonical","accepted"
"name-0532","nt-people-0195","Ἰησοῦς","en","canonical","accepted"
"name-0533","nt-people-0196","Kenan","en","canonical","accepted"
"name-0534","nt-people-0196","קֵינָן","en","canonical","pending"
"name-0535","nt-people-0196","Καϊνάν, Καϊνάμ","grc","alias","accepted"
"name-0536","nt-people-0197","Kish","en","canonical","accepted"
"name-0537","nt-people-0197","קִישׁ","en","canonical","pending"
"name-0538","nt-people-0197","Κίς","grc","alias","accepted"
"name-0539","nt-people-0198","Korah","en","canonical","accepted"
"name-0540","nt-people-0198","קֹ֫רַח","en","canonical","pending"
"name-0541","nt-people-0198","קׇרְחִי","en","alias","pending"
"name-0542","nt-people-0198","Κορέ","grc","alias","accepted"
"name-0543","nt-people-0199","Lamech","en","canonical","accepted"
"name-0544","nt-people-0199","לֶ֫מֶךְ","en","canonical","pending"
"name-0545","nt-people-0199","Λάμεχ","grc","alias","accepted"
"name-0546","nt-people-0200","Lazarus","en","canonical","accepted"
"name-0547","nt-people-0200","Λάζαρος","en","canonical","accepted"
"name-0548","nt-people-0201","Lazarus","en","canonical","accepted"
"name-0549","nt-people-0201","Λάζαρος","en","canonical","accepted"
"name-0550","nt-people-0202","Levi","en","canonical","accepted"
"name-0551","nt-people-0202","לֵוִי","en","canonical","pending"
"name-0552","nt-people-0202","לֵוָי","en","alias","pending"
"name-0553","nt-people-0202","Λευΐ","grc","alias","accepted"
"name-0554","nt-people-0202","Λευΐτης","en","alias","accepted"
"name-0555","nt-people-0202","Λευϊτικός","en","alias","accepted"
"name-0556","nt-people-0203","Levi","en","canonical","accepted"
"name-0557","nt-people-0203","Λευΐ","en","canonical","accepted"
"name-0558","nt-people-0204","Levi","en","canonical","accepted"
"name-0559","nt-people-0204","Λευΐ","en","canonical","accepted"
"name-0560","nt-people-0205","Linus","en","canonical","accepted"
"name-0561","nt-people-0205","Λίνος","en","canonical","accepted"
"name-0562","nt-people-0206","Lois","en","canonical","accepted"
"name-0563","nt-people-0206","Λωΐς","en","canonical","accepted"
"name-0564","nt-people-0207","Lot","en","canonical","accepted"
"name-0565","nt-people-0207","לוֹט","en","canonical","pending"
"name-0566","nt-people-0207","Λώτ","grc","alias","accepted"
"name-0567","nt-people-0208","Lucius","en","canonical","accepted"
"name-0568","nt-people-0208","Λούκιος","en","canonical","accepted"
"name-0569","nt-people-0209","Luke","en","canonical","accepted"
"name-0570","nt-people-0209","Λουκᾶς","en","canonical","accepted"
"name-0571","nt-people-0210","Lydia","en","canonical","accepted"
"name-0572","nt-people-0210","Λυδία","en","canonical","accepted"
"name-0573","nt-people-0211","Lysanias","en","canonical","accepted"
"name-0574","nt-people-0211","Λυσανίας","en","canonical","accepted"
"name-0575","nt-people-0212","Lysias","en","canonical","accepted"
"name-0576","nt-people-0212","Λυσίας","en","canonical","accepted"
"name-0577","nt-people-0212","Κλαύδιος","en","canonical","accepted"
"name-0578","nt-people-0213","Maath","en","canonical","accepted"
"name-0579","nt-people-0213","Μαάθ","en","canonical","accepted"
"name-0580","nt-people-0214","Mahalalel","en","canonical","accepted"
"name-0581","nt-people-0214","מַהֲלַלְאֵל","en","canonical","pending"
"name-0582","nt-people-0214","Μαλελεήλ","grc","alias","accepted"
"name-0583","nt-people-0215","Malchus","en","canonical","accepted"
"name-0584","nt-people-0215","Μάλχος","en","canonical","accepted"
"name-0585","nt-people-0216","Manaen","en","canonical","accepted"
"name-0586","nt-people-0216","Μαναήν","en","canonical","accepted"
"name-0587","nt-people-0217","Manasseh","en","canonical","accepted"
"name-0588","nt-people-0217","מְנַשֶּׁה","en","canonical","pending"
"name-0589","nt-people-0217","Μανασσῆς","grc","alias","accepted"
"name-0590","nt-people-0218","Manasseh","en","canonical","accepted"
"name-0591","nt-people-0218","מְנַשֶּׁה","en","canonical","pending"
"name-0592","nt-people-0218","מְנַשִּׁי","en","alias","pending"
"name-0593","nt-people-0218","Μανασσῆς","grc","alias","accepted"
"name-0594","nt-people-0219","Mark","en","canonical","accepted"
"name-0595","nt-people-0219","Μάρκος","en","canonical","accepted"
"name-0596","nt-people-0219","Ἰωάννης","en","canonical","accepted"
"name-0597","nt-people-0220","Martha","en","canonical","accepted"
"name-0598","nt-people-0220","Μάρθα","en","canonical","accepted"
"name-0599","nt-people-0221","Mary","en","canonical","accepted"
"name-0600","nt-people-0221","Μαρία","en","canonical","accepted"
"name-0601","nt-people-0222","Mary","en","canonical","accepted"
"name-0602","nt-people-0222","Μαρία","en","canonical","accepted"
"name-0603","nt-people-0223","Mary","en","canonical","accepted"
"name-0604","nt-people-0223","Μαρία","en","canonical","accepted"
"name-0605","nt-people-0224","Mary","en","canonical","accepted"
"name-0606","nt-people-0224","Μαρία","en","canonical","accepted"
"name-0607","nt-people-0225","Mary","en","canonical","accepted"
"name-0608","nt-people-0225","Μαρία","en","canonical","accepted"
"name-0609","nt-people-0226","Mary_Magdalene","en","canonical","accepted"
"name-0610","nt-people-0226","Μαρία","en","canonical","accepted"
"name-0611","nt-people-0227","Mattatha","en","canonical","accepted"
"name-0612","nt-people-0227","Ματταθά","en","canonical","accepted"
"name-0613","nt-people-0228","Mattathias","en","canonical","accepted"
"name-0614","nt-people-0228","Ματταθίας","en","canonical","accepted"
"name-0615","nt-people-0229","Mattathias","en","canonical","accepted"
"name-0616","nt-people-0229","Ματταθίας","en","canonical","accepted"
"name-0617","nt-people-0230","Matthan","en","canonical","accepted"
"name-0618","nt-people-0230","Ματθάν","en","canonical","accepted"
"name-0619","nt-people-0231","Matthat","en","canonical","accepted"
"name-0620","nt-people-0231","Ματθάτ, Μαθθάτ","en","canonical","accepted"
"name-0621","nt-people-0232","Matthat","en","canonical","accepted"
"name-0622","nt-people-0232","Ματθάτ, Μαθθάτ","en","canonical","accepted"
"name-0623","nt-people-0233","Matthew","en","canonical","accepted"
"name-0624","nt-people-0233","Ματθαῖος","en","canonical","accepted"
"name-0625","nt-people-0233","Λευΐ","en","canonical","accepted"
"name-0626","nt-people-0234","Matthias","en","canonical","accepted"
"name-0627","nt-people-0234","Ματθίας, Μαθθίας","en","canonical","accepted"
"name-0628","nt-people-0235","Melchi","en","canonical","accepted"
"name-0629","nt-people-0235","Μελχί","en","canonical","accepted"
"name-0630","nt-people-0236","Melchi","en","canonical","accepted"
"name-0631","nt-people-0236","Μελχί","en","canonical","accepted"
"name-0632","nt-people-0237","Melchizedek","en","canonical","accepted"
"name-0633","nt-people-0237","מַלְכִּי־צֶ֫דֶק","en","canonical","pending"
"name-0634","nt-people-0237","Μελχισεδέκ","grc","alias","accepted"
"name-0635","nt-people-0238","Melea","en","canonical","accepted"
"name-0636","nt-people-0238","Μελεᾶς","en","canonical","accepted"
"name-0637","nt-people-0239","Menna","en","canonical","accepted"
"name-0638","nt-people-0239","Μαϊνάν","en","canonical","accepted"
"name-0639","nt-people-0240","Methuselah","en","canonical","accepted"
"name-0640","nt-people-0240","מְתוּשֶׁ֫לַח","en","canonical","pending"
"name-0641","nt-people-0240","Μαθουσάλα","grc","alias","accepted"
"name-0642","nt-people-0241","Micaiah","en","canonical","accepted"
"name-0643","nt-people-0241","מִיכָיָה","en","canonical","pending"
"name-0644","nt-people-0241","מִיכָאֵל","en","canonical","pending"
"name-0645","nt-people-0241","Μιχαήλ","grc","alias","accepted"
"name-0646","nt-people-0242","Mnason","en","canonical","accepted"
"name-0647","nt-people-0242","Μνάσων","en","canonical","accepted"
"name-0648","nt-people-0243","Moses","en","canonical","accepted"
"name-0649","nt-people-0243","מֹשֶׁה","en","canonical","pending"
"name-0650","nt-people-0243","מְנַשֶּׁה","en","canonical","pending"
"name-0651","nt-people-0243","Μωϋσῆς, Μωσῆς","grc","alias","accepted"
"name-0652","nt-people-0244","Naaman","en","canonical","accepted"
"name-0653","nt-people-0244","נַעֲמָן","en","canonical","pending"
"name-0654","nt-people-0244","Νεεμάν, Ναιμάν","grc","alias","accepted"
"name-0655","nt-people-0245","Naggai","en","canonical","accepted"
"name-0656","nt-people-0245","Ναγγαί","en","canonical","accepted"
"name-0657","nt-people-0246","Nahor","en","canonical","accepted"
"name-0658","nt-people-0246","נָחוֹר","en","canonical","pending"
"name-0659","nt-people-0246","Ναχώρ","grc","alias","accepted"
"name-0660","nt-people-0247","Nahshon","en","canonical","accepted"
"name-0661","nt-people-0247","נַחְשׁוֹן","en","canonical","pending"
"name-0662","nt-people-0247","Ναασσών","grc","alias","accepted"
"name-0663","nt-people-0248","Nahum","en","canonical","accepted"
"name-0664","nt-people-0248","Ναούμ","en","canonical","accepted"
"name-0665","nt-people-0249","Naphtali","en","canonical","accepted"
"name-0666","nt-people-0249","נַפְתָּלִי","en","canonical","pending"
"name-0667","nt-people-0249","Νεφθαλείμ","grc","alias","accepted"
"name-0668","nt-people-0250","Narcissus","en","canonical","accepted"
"name-0669","nt-people-0250","Νάρκισσος","en","canonical","accepted"
"name-0670","nt-people-0251","Nathan","en","canonical","accepted"
"name-0671","nt-people-0251","נָתָן","en","canonical","pending"
"name-0672","nt-people-0251","Ναθάν","grc","alias","accepted"
"name-0673","nt-people-0252","Nathanael","en","canonical","accepted"
"name-0674","nt-people-0252","Ναθαναήλ","en","canonical","accepted"
"name-0675","nt-people-0253","Nereus","en","canonical","accepted"
"name-0676","nt-people-0253","Νηρεύς","en","canonical","accepted"
"name-0677","nt-people-0254","Neri","en","canonical","accepted"
"name-0678","nt-people-0254","Νηρί","en","canonical","accepted"
"name-0679","nt-people-0255","Nero","en","canonical","accepted"
"name-0680","nt-people-0255","Νέρων","en","canonical","accepted"
"name-0681","nt-people-0255","Καῖσαρ","en","canonical","accepted"
"name-0682","nt-people-0256","Nicanor","en","canonical","accepted"
"name-0683","nt-people-0256","Νικάνωρ","en","canonical","accepted"
"name-0684","nt-people-0257","Nicodemus","en","canonical","accepted"
"name-0685","nt-people-0257","Νικόδημος","en","canonical","accepted"
"name-0686","nt-people-0258","Nicolaus","en","canonical","accepted"
"name-0687","nt-people-0258","Νικόλαος","en","canonical","accepted"
"name-0688","nt-people-0259","Noah","en","canonical","accepted"
"name-0689","nt-people-0259","נֹחַ","en","canonical","pending"
"name-0690","nt-people-0259","Νῶε","grc","alias","accepted"
"name-0691","nt-people-0260","Nympha","en","canonical","accepted"
"name-0692","nt-people-0260","Νυμφᾶς","en","canonical","accepted"
"name-0693","nt-people-0261","Obed","en","canonical","accepted"
"name-0694","nt-people-0261","עוֹבֵד","en","canonical","pending"
"name-0695","nt-people-0261","Ὠβήδ","grc","alias","accepted"
"name-0696","nt-people-0262","Olympas","en","canonical","accepted"
"name-0697","nt-people-0262","Ὀλυμπᾶς","en","canonical","accepted"
"name-0698","nt-people-0263","Onesimus","en","canonical","accepted"
"name-0699","nt-people-0263","Ὀνήσιμος","en","canonical","accepted"
"name-0700","nt-people-0264","Onesiphorus","en","canonical","accepted"
"name-0701","nt-people-0264","Ὀνησίφορος","en","canonical","accepted"
"name-0702","nt-people-0265","Parmenas","en","canonical","accepted"
"name-0703","nt-people-0265","Παρμενᾶς","en","canonical","accepted"
"name-0704","nt-people-0266","Patrobas","en","canonical","accepted"
"name-0705","nt-people-0266","Πατροβᾶς","en","canonical","accepted"
"name-0706","nt-people-0267","Paul","en","canonical","accepted"
"name-0707","nt-people-0267","Παῦλος","en","canonical","accepted"
"name-0708","nt-people-0267","Σαούλ","en","canonical","accepted"
"name-0709","nt-people-0267","Σαῦλος","en","variant","accepted"
"name-0710","nt-people-0268","Peleg","en","canonical","accepted"
"name-0711","nt-people-0268","פֶּ֫לֶג","en","canonical","pending"
"name-0712","nt-people-0268","Φάλεκ","grc","alias","accepted"
"name-0713","nt-people-0269","Perez","en","canonical","accepted"
"name-0714","nt-people-0269","פֶּ֫רֶץ","en","canonical","pending"
"name-0715","nt-people-0269","פַּרְצִי","en","alias","pending"
"name-0716","nt-people-0269","Φάρες","grc","alias","accepted"
"name-0717","nt-people-0270","Persis","en","canonical","accepted"
"name-0718","nt-people-0270","Περσίς","en","canonical","accepted"
"name-0719","nt-people-0271","Peter","en","canonical","accepted"
"name-0720","nt-people-0271","Πέτρος","en","canonical","accepted"
"name-0721","nt-people-0271","Σίμων","en","canonical","accepted"
"name-0722","nt-people-0271","Συμεών","en","variant","accepted"
"name-0723","nt-people-0271","Κηφᾶς","en","canonical","accepted"
"name-0724","nt-people-0271","Βαριωνᾶς","en","canonical","accepted"
"name-0725","nt-people-0272","Phanuel","en","canonical","accepted"
"name-0726","nt-people-0272","Φανουήλ","en","canonical","accepted"
"name-0727","nt-people-0272","פַּרְעֹה","en","canonical","pending"
"name-0728","nt-people-0272","Φαραώ","grc","alias","accepted"
"name-0729","nt-people-0273","Philemon","en","canonical","accepted"
"name-0730","nt-people-0273","Φιλήμων","en","canonical","accepted"
"name-0731","nt-people-0274","Philetus","en","canonical","accepted"
"name-0732","nt-people-0274","Φίλητος","en","canonical","accepted"
"name-0733","nt-people-0275","Philip","en","canonical","accepted"
"name-0734","nt-people-0275","Φίλιππος","en","canonical","accepted"
"name-0735","nt-people-0276","Philip","en","canonical","accepted"
"name-0736","nt-people-0276","Φίλιππος","en","canonical","accepted"
"name-0737","nt-people-0277","Philip","en","canonical","accepted"
"name-0738","nt-people-0277","Φίλιππος","en","canonical","accepted"
"name-0739","nt-people-0278","Philip","en","canonical","accepted"
"name-0740","nt-people-0278","Φίλιππος","en","canonical","accepted"
"name-0741","nt-people-0279","Philologus","en","canonical","accepted"
"name-0742","nt-people-0279","Φιλόλογος","en","canonical","accepted"
"name-0743","nt-people-0280","Phlegon","en","canonical","accepted"
"name-0744","nt-people-0280","Φλέγων","en","canonical","accepted"
"name-0745","nt-people-0281","Phoebe","en","canonical","accepted"
"name-0746","nt-people-0281","Φοίβη","en","canonical","accepted"
"name-0747","nt-people-0282","Phygelus","en","canonical","accepted"
"name-0748","nt-people-0282","Φύγελλος","en","canonical","accepted"
"name-0749","nt-people-0283","Pilate","en","canonical","accepted"
"name-0750","nt-people-0283","Πιλᾶτος","en","canonical","accepted"
"name-0751","nt-people-0283","Πόντιος","en","canonical","accepted"
"name-0752","nt-people-0284","Priscilla","en","canonical","accepted"
"name-0753","nt-people-0284","Πρίσκιλλα","en","canonical","accepted"
"name-0754","nt-people-0284","Πρίσκα","en","variant","accepted"
"name-0755","nt-people-0285","Prochorus","en","canonical","accepted"
"name-0756","nt-people-0285","Πρόχορος","en","canonical","accepted"
"name-0757","nt-people-0286","Publius","en","canonical","accepted"
"name-0758","nt-people-0286","Πόπλιος","en","canonical","accepted"
"name-0759","nt-people-0287","Pudens","en","canonical","accepted"
"name-0760","nt-people-0287","Πούδης","en","canonical","accepted"
"name-0761","nt-people-0288","Pyrrhus","en","canonical","accepted"
"name-0762","nt-people-0288","Πύρρος","en","canonical","accepted"
"name-0763","nt-people-0289","Quartus","en","canonical","accepted"
"name-0764","nt-people-0289","Κούαρτος","en","canonical","accepted"
"name-0765","nt-people-0289","מַלְכָּה","en","alias","pending"
"name-0766","nt-people-0289","βασίλισσα","en","alias","accepted"
"name-0767","nt-people-0290","Quirinius","en","canonical","accepted"
"name-0768","nt-people-0290","Κυρήνιος","en","canonical","accepted"
"name-0769","nt-people-0291","Rachel","en","canonical","accepted"
"name-0770","nt-people-0291","רָחֵל","en","canonical","pending"
"name-0771","nt-people-0291","Ῥαχήλ","grc","alias","accepted"
"name-0772","nt-people-0292","Rahab","en","canonical","accepted"
"name-0773","nt-people-0292","רָחָב","en","canonical","pending"
"name-0774","nt-people-0292","Ῥαάβ","grc","alias","accepted"
"name-0775","nt-people-0292","Ῥαχάβ","en","variant","accepted"
"name-0776","nt-people-0293","Ram","en","canonical","accepted"
"name-0777","nt-people-0293","רָם","en","canonical","pending"
"name-0778","nt-people-0293","Ἀράμ","grc","alias","accepted"
"name-0779","nt-people-0293","Ἀδμίν","en","canonical","accepted"
"name-0780","nt-people-0293","Ἀρνὶ","en","canonical","accepted"
"name-0781","nt-people-0294","Rebekah","en","canonical","accepted"
"name-0782","nt-people-0294","רִבְקָה","en","canonical","pending"
"name-0783","nt-people-0294","Ῥεβέκκα","grc","alias","accepted"
"name-0784","nt-people-0295","Rehoboam","en","canonical","accepted"
"name-0785","nt-people-0295","רְחַבְעָם","en","canonical","pending"
"name-0786","nt-people-0295","Ῥοβοάμ","grc","alias","accepted"
"name-0787","nt-people-0296","Reu","en","canonical","accepted"
"name-0788","nt-people-0296","רְעוּ","en","canonical","pending"
"name-0789","nt-people-0296","Ῥαγαῦ","grc","alias","accepted"
"name-0790","nt-people-0297","Reuben","en","canonical","accepted"
"name-0791","nt-people-0297","רְאוּבֵן","en","canonical","pending"
"name-0792","nt-people-0297","רְאוּבֵנִי","en","alias","pending"
"name-0793","nt-people-0297","Ῥουβήν","grc","alias","accepted"
"name-0794","nt-people-0298","Rhesa","en","canonical","accepted"
"name-0795","nt-people-0298","Ῥησά","en","canonical","accepted"
"name-0796","nt-people-0299","Rhoda","en","canonical","accepted"
"name-0797","nt-people-0299","Ῥόδη","en","canonical","accepted"
"name-0798","nt-people-0300","Rufus","en","canonical","accepted"
"name-0799","nt-people-0300","Ῥοῦφος","en","canonical","accepted"
"name-0800","nt-people-0301","Rufus","en","canonical","accepted"
"name-0801","nt-people-0301","Ῥοῦφος","en","canonical","accepted"
"name-0802","nt-people-0302","Ruth","en","canonical","accepted"
"name-0803","nt-people-0302","רוּת","en","canonical","pending"
"name-0804","nt-people-0302","Ῥούθ","grc","alias","accepted"
"name-0805","nt-people-0303","Salmon","en","canonical","accepted"
"name-0806","nt-people-0303","שַׂלְמָא","en","canonical","pending"
"name-0807","nt-people-0303","שַׂלְמוֹן","en","variant","pending"
"name-0808","nt-people-0303","שַׂלְמָה","en","variant","pending"
"name-0809","nt-people-0303","Σαλμών","grc","alias","accepted"
"name-0810","nt-people-0303","Σαλά","en","canonical","accepted"
"name-0811","nt-people-0304","Salome","en","canonical","accepted"
"name-0812","nt-people-0304","Salome@Mat.14.6","en","alias","accepted"
"name-0813","nt-people-0305","Salome","en","canonical","accepted"
"name-0814","nt-people-0305","Σαλώμη","en","canonical","accepted"
"name-0815","nt-people-0306","Samson","en","canonical","accepted"
"name-0816","nt-people-0306","שִׁמְשׁוֹן","en","canonical","pending"
"name-0817","nt-people-0306","Σαμψών","grc","alias","accepted"
"name-0818","nt-people-0307","Samuel","en","canonical","accepted"
"name-0819","nt-people-0307","שְׁמוּאֵל","en","canonical","pending"
"name-0820","nt-people-0307","Σαμουήλ","grc","alias","accepted"
"name-0821","nt-people-0308","Sapphira","en","canonical","accepted"
"name-0822","nt-people-0308","Σαπφείρη","en","canonical","accepted"
"name-0823","nt-people-0309","Sarah","en","canonical","accepted"
"name-0824","nt-people-0309","שָׂרָה","en","canonical","pending"
"name-0825","nt-people-0309","שָׂרַי","en","canonical","pending"
"name-0826","nt-people-0309","Σάρρα","grc","alias","accepted"
"name-0827","nt-people-0310","Saul","en","canonical","accepted"
"name-0828","nt-people-0310","שָׁאוּל","en","canonical","pending"
"name-0829","nt-people-0310","Σαούλ","grc","alias","accepted"
"name-0830","nt-people-0311","Sceva","en","canonical","accepted"
"name-0831","nt-people-0311","Σκευᾶς","en","canonical","accepted"
"name-0832","nt-people-0312","Secundus","en","canonical","accepted"
"name-0833","nt-people-0312","Σεκοῦνδος","en","canonical","accepted"
"name-0834","nt-people-0313","Semein","en","canonical","accepted"
"name-0835","nt-people-0313","Σεμεΐ","en","canonical","accepted"
"name-0836","nt-people-0314","Sergius_Paulus","en","canonical","accepted"
"name-0837","nt-people-0314","Σέργιος+G3972H«G3972=Παῦλος","en","alias","accepted"
"name-0838","nt-people-0315","Serug","en","canonical","accepted"
"name-0839","nt-people-0315","שְׂרוּג","en","canonical","pending"
"name-0840","nt-people-0315","Σαρούχ","grc","alias","accepted"
"name-0841","nt-people-0316","Seth","en","canonical","accepted"
"name-0842","nt-people-0316","שֵׁת","en","canonical","pending"
"name-0843","nt-people-0316","Σήθ","grc","alias","accepted"
"name-0844","nt-people-0317","Shealtiel","en","canonical","accepted"
"name-0845","nt-people-0317","שְׁאַלְתִּיאֵל","en","canonical","pending"
"name-0846","nt-people-0317","שַׁלְתִּיאֵל","en","variant","pending"
"name-0847","nt-people-0317","Σαλαθιήλ","grc","alias","accepted"
"name-0848","nt-people-0318","Shealtiel","en","canonical","accepted"
"name-0849","nt-people-0318","Σαλαθιήλ","en","canonical","accepted"
"name-0850","nt-people-0319","Shelah","en","canonical","accepted"
"name-0851","nt-people-0319","שֶׁ֫לַח","en","canonical","pending"
"name-0852","nt-people-0319","Σαλά","grc","alias","accepted"
"name-0853","nt-people-0320","Shem","en","canonical","accepted"
"name-0854","nt-people-0320","שֵׁם","en","canonical","pending"
"name-0855","nt-people-0320","Σήμ","grc","alias","accepted"
"name-0856","nt-people-0321","Silas","en","canonical","accepted"
"name-0857","nt-people-0321","Σίλας","en","canonical","accepted"
"name-0858","nt-people-0321","Σιλουανός","en","canonical","accepted"
"name-0859","nt-people-0322","Simeon","en","canonical","accepted"
