mention_id,person_id,passage,source_id,status
"mnt-0001","nt-people-0001","LUK 1:5","source:0002","accepted"
"mnt-0002","nt-people-0001","ACT 7:40","source:0002","accepted"
"mnt-0003","nt-people-0001","HEB 5:4","source:0002","accepted"
"mnt-0004","nt-people-0001","HEB 7:11","source:0002","accepted"
"mnt-0005","nt-people-0001","HEB 9:4","source:0002","accepted"
"mnt-0006","nt-people-0002","MAT 23:35","source:0002","accepted"
"mnt-0007","nt-people-0002","LUK 11:51","source:0002","accepted"
"mnt-0008","nt-people-0002","HEB 11:4","source:0002","accepted"
"mnt-0009","nt-people-0002","HEB 12:24","source:0002","accepted"
"mnt-0010","nt-people-0003","MRK 2:26","source:0002","accepted"
"mnt-0011","nt-people-0004","LUK 1:5","source:0002","accepted"
"mnt-0012","nt-people-0005","MAT 1:7","source:0002","accepted"
"mnt-0013","nt-people-0006","MAT 1:13","source:0002","accepted"
"mnt-0014","nt-people-0007","MAT 1:1","source:0002","accepted"
"mnt-0015","nt-people-0007","MAT 1:2","source:0002","accepted"
"mnt-0016","nt-people-0007","MAT 1:17","source:0002","accepted"
"mnt-0017","nt-people-0007","MAT 3:9","source:0002","accepted"
"mnt-0018","nt-people-0007","MAT 8:11","source:0002","accepted"
"mnt-0019","nt-people-0007","MAT 22:32","source:0002","accepted"
"mnt-0020","nt-people-0007","MRK 12:26","source:0002","accepted"
"mnt-0021","nt-people-0007","LUK 1:55","source:0002","accepted"
"mnt-0022","nt-people-0007","LUK 1:73","source:0002","accepted"
"mnt-0023","nt-people-0007","LUK 3:8","source:0002","accepted"
"mnt-0024","nt-people-0007","LUK 3:34","source:0002","accepted"
"mnt-0025","nt-people-0007","LUK 13:16","source:0002","accepted"
"mnt-0026","nt-people-0007","LUK 13:28","source:0002","accepted"
"mnt-0027","nt-people-0007","LUK 16:22","source:0002","accepted"
"mnt-0028","nt-people-0007","LUK 16:23","source:0002","accepted"
"mnt-0029","nt-people-0007","LUK 16:24","source:0002","accepted"
"mnt-0030","nt-people-0007","LUK 16:25","source:0002","accepted"
"mnt-0031","nt-people-0007","LUK 16:29","source:0002","accepted"
"mnt-0032","nt-people-0007","LUK 16:30","source:0002","accepted"
"mnt-0033","nt-people-0007","LUK 19:9","source:0002","accepted"
"mnt-0034","nt-people-0007","LUK 20:37","source:0002","accepted"
"mnt-0035","nt-people-0007","JHN 8:33","source:0002","accepted"
"mnt-0036","nt-people-0007","JHN 8:37","source:0002","accepted"
"mnt-0037","nt-people-0007","JHN 8:39","source:0002","accepted"
"mnt-0038","nt-people-0007","JHN 8:40","source:0002","accepted"
"mnt-0039","nt-people-0007","JHN 8:52","source:0002","accepted"
"mnt-0040","nt-people-0007","JHN 8:53","source:0002","accepted"
"mnt-0041","nt-people-0007","JHN 8:56","source:0002","accepted"
"mnt-0042","nt-people-0007","JHN 8:57","source:0002","accepted"
"mnt-0043","nt-people-0007","JHN 8:58","source:0002","accepted"
"mnt-0044","nt-people-0007","ACT 3:13","source:0002","accepted"
"mnt-0045","nt-people-0007","ACT 3:25","source:0002","accepted"
"mnt-0046","nt-people-0007","ACT 7:2","source:0002","accepted"
"mnt-0047","nt-people-0007","ACT 7:16","source:0002","accepted"
"mnt-0048","nt-people-0007","ACT 7:17","source:0002","accepted"
"mnt-0049","nt-people-0007","ACT 7:32","source:0002","accepted"
"mnt-0050","nt-people-0007","ACT 13:26","source:0002","accepted"
"mnt-0051","nt-people-0007","ROM 4:1","source:0002","accepted"
"mnt-0052","nt-people-0007","ROM 4:2","source:0002","accepted"
"mnt-0053","nt-people-0007","ROM 4:3","source:0002","accepted"
"mnt-0054","nt-people-0007","ROM 4:9","source:0002","accepted"
"mnt-0055","nt-people-0007","ROM 4:12","source:0002","accepted"
"mnt-0056","nt-people-0007","ROM 4:13","source:0002","accepted"
"mnt-0057","nt-people-0007","ROM 4:16","source:0002","accepted"
"mnt-0058","nt-people-0007","ROM 9:7","source:0002","accepted"
"mnt-0059","nt-people-0007","ROM 11:1","source:0002","accepted"
"mnt-0060","nt-people-0007","2CO 11:22","source:0002","accepted"
"mnt-0061","nt-people-0007","GAL 3:6","source:0002","accepted"
"mnt-0062","nt-people-0007","GAL 3:7","source:0002","accepted"
"mnt-0063","nt-people-0007","GAL 3:8","source:0002","accepted"
"mnt-0064","nt-people-0007","GAL 3:9","source:0002","accepted"
"mnt-0065","nt-people-0007","GAL 3:14","source:0002","accepted"
"mnt-0066","nt-people-0007","GAL 3:16","source:0002","accepted"
"mnt-0067","nt-people-0007","GAL 3:18","source:0002","accepted"
"mnt-0068","nt-people-0007","GAL 3:29","source:0002","accepted"
"mnt-0069","nt-people-0007","GAL 4:22","source:0002","accepted"
"mnt-0070","nt-people-0007","HEB 2:16","source:0002","accepted"
"mnt-0071","nt-people-0007","HEB 6:13","source:0002","accepted"
"mnt-0072","nt-people-0007","HEB 7:1","source:0002","accepted"
"mnt-0073","nt-people-0007","HEB 7:2","source:0002","accepted"
"mnt-0074","nt-people-0007","HEB 7:4","source:0002","accepted"
"mnt-0075","nt-people-0007","HEB 7:5","source:0002","accepted"
"mnt-0076","nt-people-0007","HEB 7:6","source:0002","accepted"
"mnt-0077","nt-people-0007","HEB 7:9","source:0002","accepted"
"mnt-0078","nt-people-0007","HEB 11:8","source:0002","accepted"
"mnt-0079","nt-people-0007","HEB 11:17","source:0002","accepted"
"mnt-0080","nt-people-0007","JAS 2:21","source:0002","accepted"
"mnt-0081","nt-people-0007","JAS 2:23","source:0002","accepted"
"mnt-0082","nt-people-0007","1PE 3:6","source:0002","accepted"
"mnt-0083","nt-people-0008","1CO 16:17","source:0002","accepted"
"mnt-0084","nt-people-0008","1CO 16:24","source:0002","accepted"
"mnt-0085","nt-people-0009","MAT 1:14","source:0002","accepted"
"mnt-0086","nt-people-0010","LUK 3:38","source:0002","accepted"
"mnt-0087","nt-people-0010","ROM 5:14","source:0002","accepted"
"mnt-0088","nt-people-0010","1CO 15:22","source:0002","accepted"
"mnt-0089","nt-people-0010","1CO 15:45","source:0002","accepted"
"mnt-0090","nt-people-0010","1TI 2:13","source:0002","accepted"
"mnt-0091","nt-people-0010","1TI 2:14","source:0002","accepted"
"mnt-0092","nt-people-0010","JUD 1:14","source:0002","accepted"
"mnt-0093","nt-people-0011","LUK 3:28","source:0002","accepted"
"mnt-0094","nt-people-0012","ACT 9:33","source:0002","accepted"
"mnt-0095","nt-people-0012","ACT 9:34","source:0002","accepted"
"mnt-0096","nt-people-0013","ACT 11:28","source:0002","accepted"
"mnt-0097","nt-people-0013","ACT 21:10","source:0002","accepted"
"mnt-0098","nt-people-0014","ACT 25:13","source:0002","accepted"
"mnt-0099","nt-people-0014","ACT 25:22","source:0002","accepted"
"mnt-0100","nt-people-0014","ACT 25:23","source:0002","accepted"
"mnt-0101","nt-people-0014","ACT 25:24","source:0002","accepted"
"mnt-0102","nt-people-0014","ACT 25:26","source:0002","accepted"
"mnt-0103","nt-people-0014","ACT 26:1","source:0002","accepted"
"mnt-0104","nt-people-0014","ACT 26:7","source:0002","accepted"
"mnt-0105","nt-people-0014","ACT 26:2","source:0002","accepted"
"mnt-0106","nt-people-0014","ACT 26:19","source:0002","accepted"
"mnt-0107","nt-people-0014","ACT 26:27","source:0002","accepted"
"mnt-0108","nt-people-0014","ACT 26:28","source:0002","accepted"
"mnt-0109","nt-people-0014","ACT 26:32","source:0002","accepted"
"mnt-0110","nt-people-0015","MAT 1:9","source:0002","accepted"
"mnt-0111","nt-people-0016","1TI 1:20","source:0002","accepted"
"mnt-0112","nt-people-0373","2TI 4:14","source:0002","accepted"
"mnt-0113","nt-people-0017","ACT 19:33","source:0002","accepted"
"mnt-0114","nt-people-0018","ACT 4:6","source:0002","accepted"
"mnt-0115","nt-people-0019","MRK 15:21","source:0002","accepted"
"mnt-0116","nt-people-0020","MAT 10:3","source:0002","accepted"
"mnt-0117","nt-people-0020","MRK 2:14","source:0002","accepted"
"mnt-0118","nt-people-0020","MRK 3:18","source:0002","accepted"
"mnt-0119","nt-people-0020","LUK 6:15","source:0002","accepted"
"mnt-0120","nt-people-0020","ACT 1:13","source:0002","accepted"
"mnt-0121","nt-people-0020","LUK 24:18","source:0002","accepted"
"mnt-0122","nt-people-0020","JHN 19:25","source:0002","accepted"
"mnt-0123","nt-people-0021","MAT 1:4","source:0002","accepted"
"mnt-0124","nt-people-0021","LUK 3:33","source:0002","accepted"
"mnt-0125","nt-people-0022","MAT 1:10","source:0002","accepted"
"mnt-0126","nt-people-0023","LUK 3:25","source:0002","accepted"
"mnt-0127","nt-people-0024","ROM 16:8","source:0002","accepted"
"mnt-0128","nt-people-0025","ACT 23:2","source:0002","accepted"
"mnt-0129","nt-people-0025","ACT 24:1","source:0002","accepted"
"mnt-0130","nt-people-0026","ACT 5:1","source:0002","accepted"
"mnt-0131","nt-people-0026","ACT 5:3","source:0002","accepted"
"mnt-0132","nt-people-0026","ACT 5:5","source:0002","accepted"
"mnt-0133","nt-people-0027","ACT 9:10","source:0002","accepted"
"mnt-0134","nt-people-0027","ACT 9:12","source:0002","accepted"
"mnt-0135","nt-people-0027","ACT 9:13","source:0002","accepted"
"mnt-0136","nt-people-0027","ACT 9:17","source:0002","accepted"
"mnt-0137","nt-people-0027","ACT 22:12","source:0002","accepted"
"mnt-0138","nt-people-0028","MAT 4:18","source:0002","accepted"
"mnt-0139","nt-people-0028","MAT 10:2","source:0002","accepted"
"mnt-0140","nt-people-0028","MRK 1:16","source:0002","accepted"
"mnt-0141","nt-people-0028","MRK 1:29","source:0002","accepted"
"mnt-0142","nt-people-0028","MRK 3:18","source:0002","accepted"
"mnt-0143","nt-people-0028","MRK 13:3","source:0002","accepted"
"mnt-0144","nt-people-0028","LUK 6:14","source:0002","accepted"
"mnt-0145","nt-people-0028","JHN 1:40","source:0002","accepted"
"mnt-0146","nt-people-0028","JHN 1:44","source:0002","accepted"
"mnt-0147","nt-people-0028","JHN 6:8","source:0002","accepted"
"mnt-0148","nt-people-0028","JHN 12:22","source:0002","accepted"
"mnt-0149","nt-people-0028","ACT 1:13","source:0002","accepted"
"mnt-0150","nt-people-0029","ROM 16:7","source:0002","accepted"
"mnt-0151","nt-people-0030","LUK 2:36","source:0002","accepted"
"mnt-0152","nt-people-0031","LUK 3:2","source:0002","accepted"
"mnt-0153","nt-people-0031","JHN 18:13","source:0002","accepted"
"mnt-0154","nt-people-0031","JHN 18:24","source:0002","accepted"
"mnt-0155","nt-people-0031","ACT 4:6","source:0002","accepted"
"mnt-0156","nt-people-0032","REV 2:13","source:0002","accepted"
"mnt-0157","nt-people-0033","ROM 16:10","source:0002","accepted"
"mnt-0158","nt-people-0034","ACT 18:24","source:0002","accepted"
"mnt-0159","nt-people-0034","ACT 19:1","source:0002","accepted"
"mnt-0160","nt-people-0034","1CO 1:12","source:0002","accepted"
"mnt-0161","nt-people-0034","1CO 3:4","source:0002","accepted"
"mnt-0162","nt-people-0034","1CO 3:5","source:0002","accepted"
"mnt-0163","nt-people-0034","1CO 3:6","source:0002","accepted"
"mnt-0164","nt-people-0034","1CO 3:22","source:0002","accepted"
"mnt-0165","nt-people-0034","1CO 4:6","source:0002","accepted"
"mnt-0166","nt-people-0034","1CO 16:12","source:0002","accepted"
"mnt-0167","nt-people-0034","TIT 3:13","source:0002","accepted"
"mnt-0168","nt-people-0035","PHM 1:2","source:0002","accepted"
"mnt-0169","nt-people-0036","ACT 18:2","source:0002","accepted"
"mnt-0170","nt-people-0036","ACT 18:18","source:0002","accepted"
"mnt-0171","nt-people-0036","ACT 18:26","source:0002","accepted"
"mnt-0172","nt-people-0036","ROM 16:3","source:0002","accepted"
"mnt-0173","nt-people-0036","1CO 16:19","source:0002","accepted"
"mnt-0174","nt-people-0036","2TI 4:19","source:0002","accepted"
"mnt-0175","nt-people-0037","MAT 2:22","source:0002","accepted"
"mnt-0176","nt-people-0038","COL 4:17","source:0002","accepted"
"mnt-0177","nt-people-0038","PHM 1:2","source:0002","accepted"
"mnt-0178","nt-people-0039","2CO 11:32","source:0002","accepted"
"mnt-0179","nt-people-0040","ACT 19:29","source:0002","accepted"
"mnt-0180","nt-people-0040","ACT 20:4","source:0002","accepted"
"mnt-0181","nt-people-0040","ACT 27:2","source:0002","accepted"
"mnt-0182","nt-people-0040","COL 4:10","source:0002","accepted"
"mnt-0183","nt-people-0040","PHM 1:24","source:0002","accepted"
"mnt-0184","nt-people-0041","ROM 16:10","source:0002","accepted"
"mnt-0185","nt-people-0042","LUK 3:36","source:0002","accepted"
"mnt-0186","nt-people-0043","TIT 3:12","source:0002","accepted"
"mnt-0187","nt-people-0044","MAT 1:7","source:0002","accepted"
"mnt-0188","nt-people-0044","MAT 1:8","source:0002","accepted"
"mnt-0189","nt-people-0045","LUK 2:36","source:0002","accepted"
"mnt-0190","nt-people-0045","REV 7:6","source:0002","accepted"
"mnt-0191","nt-people-0046","ROM 16:14","source:0002","accepted"
"mnt-0192","nt-people-0047","LUK 2:1","source:0002","accepted"
"mnt-0193","nt-people-0047","ACT 27:1","source:0002","accepted"
"mnt-0194","nt-people-0047","ACT 25:21","source:0002","accepted"
"mnt-0195","nt-people-0047","ACT 25:25","source:0002","accepted"
"mnt-0196","nt-people-0047","LUK 3:1","source:0002","accepted"
"mnt-0197","nt-people-0048","MAT 1:13","source:0002","accepted"
"mnt-0198","nt-people-0048","MAT 1:14","source:0002","accepted"
"mnt-0199","nt-people-0049","2PE 2:15","source:0002","accepted"
"mnt-0200","nt-people-0049","JUD 1:11","source:0002","accepted"
"mnt-0201","nt-people-0049","REV 2:14","source:0002","accepted"
"mnt-0202","nt-people-0050","REV 2:14","source:0002","accepted"
"mnt-0203","nt-people-0051","MAT 27:16","source:0002","accepted"
"mnt-0204","nt-people-0051","MAT 27:17","source:0002","accepted"
"mnt-0205","nt-people-0051","MAT 27:20","source:0002","accepted"
"mnt-0206","nt-people-0051","MAT 27:21","source:0002","accepted"
"mnt-0207","nt-people-0051","MAT 27:26","source:0002","accepted"
"mnt-0208","nt-people-0051","MRK 15:7","source:0002","accepted"
"mnt-0209","nt-people-0051","MRK 15:11","source:0002","accepted"
"mnt-0210","nt-people-0051","MRK 15:15","source:0002","accepted"
"mnt-0211","nt-people-0051","LUK 23:18","source:0002","accepted"
"mnt-0212","nt-people-0051","JHN 18:40","source:0002","accepted"
"mnt-0213","nt-people-0052","HEB 11:32","source:0002","accepted"
"mnt-0214","nt-people-0053","ACT 13:6","source:0002","accepted"
"mnt-0215","nt-people-0053","ACT 13:8","source:0002","accepted"
"mnt-0216","nt-people-0054","ACT 4:36","source:0002","accepted"
"mnt-0217","nt-people-0054","ACT 9:27","source:0002","accepted"
"mnt-0218","nt-people-0054","ACT 11:22","source:0002","accepted"
"mnt-0219","nt-people-0054","ACT 11:25","source:0002","accepted"
"mnt-0220","nt-people-0054","ACT 11:30","source:0002","accepted"
"mnt-0221","nt-people-0054","ACT 12:25","source:0002","accepted"
"mnt-0222","nt-people-0054","ACT 13:1","source:0002","accepted"
"mnt-0223","nt-people-0054","ACT 13:2","source:0002","accepted"
"mnt-0224","nt-people-0054","ACT 13:7","source:0002","accepted"
"mnt-0225","nt-people-0054","ACT 13:43","source:0002","accepted"
"mnt-0226","nt-people-0054","ACT 13:46","source:0002","accepted"
"mnt-0227","nt-people-0054","ACT 13:50","source:0002","accepted"
"mnt-0228","nt-people-0054","ACT 14:12","source:0002","accepted"
"mnt-0229","nt-people-0054","ACT 14:14","source:0002","accepted"
"mnt-0230","nt-people-0054","ACT 14:20","source:0002","accepted"
"mnt-0231","nt-people-0054","ACT 15:2","source:0002","accepted"
"mnt-0232","nt-people-0054","ACT 15:12","source:0002","accepted"
"mnt-0233","nt-people-0054","ACT 15:22","source:0002","accepted"
"mnt-0234","nt-people-0054","ACT 15:25","source:0002","accepted"
"mnt-0235","nt-people-0054","ACT 15:35","source:0002","accepted"
"mnt-0236","nt-people-0054","ACT 15:36","source:0002","accepted"
"mnt-0237","nt-people-0054","ACT 15:37","source:0002","accepted"
"mnt-0238","nt-people-0054","ACT 15:39","source:0002","accepted"
"mnt-0239","nt-people-0054","1CO 9:6","source:0002","accepted"
"mnt-0240","nt-people-0054","GAL 2:1","source:0002","accepted"
"mnt-0241","nt-people-0054","GAL 2:9","source:0002","accepted"
"mnt-0242","nt-people-0054","GAL 2:13","source:0002","accepted"
"mnt-0243","nt-people-0054","COL 4:10","source:0002","accepted"
"mnt-0244","nt-people-0055","MAT 10:3","source:0002","accepted"
"mnt-0245","nt-people-0055","MRK 3:18","source:0002","accepted"
"mnt-0246","nt-people-0055","LUK 6:14","source:0002","accepted"
"mnt-0247","nt-people-0055","ACT 1:13","source:0002","accepted"
"mnt-0248","nt-people-0056","MRK 10:46","source:0002","accepted"
"mnt-0249","nt-people-0057","ACT 13:21","source:0002","accepted"
"mnt-0250","nt-people-0057","ROM 11:1","source:0002","accepted"
"mnt-0251","nt-people-0057","PHP 3:5","source:0002","accepted"
"mnt-0252","nt-people-0057","REV 7:8","source:0002","accepted"
"mnt-0253","nt-people-0058","2PE 2:15","source:0002","accepted"
"mnt-0254","nt-people-0059","ACT 25:13","source:0002","accepted"
"mnt-0255","nt-people-0059","ACT 25:23","source:0002","accepted"
"mnt-0256","nt-people-0059","ACT 26:30","source:0002","accepted"
"mnt-0257","nt-people-0060","ACT 12:20","source:0002","accepted"
"mnt-0258","nt-people-0061","MAT 1:5","source:0002","accepted"
"mnt-0259","nt-people-0061","LUK 3:32","source:0002","accepted"
"mnt-0260","nt-people-0062","MAT 26:3","source:0002","accepted"
"mnt-0261","nt-people-0062","MAT 26:57","source:0002","accepted"
"mnt-0262","nt-people-0062","LUK 3:2","source:0002","accepted"
"mnt-0263","nt-people-0062","JHN 11:49","source:0002","accepted"
"mnt-0264","nt-people-0062","JHN 18:13","source:0002","accepted"
"mnt-0265","nt-people-0062","JHN 18:14","source:0002","accepted"
"mnt-0266","nt-people-0062","JHN 18:24","source:0002","accepted"
"mnt-0267","nt-people-0062","JHN 18:28","source:0002","accepted"
"mnt-0268","nt-people-0062","ACT 4:6","source:0002","accepted"
"mnt-0269","nt-people-0063","HEB 11:4","source:0002","accepted"
"mnt-0270","nt-people-0063","1JN 3:12","source:0002","accepted"
"mnt-0271","nt-people-0063","JUD 1:11","source:0002","accepted"
"mnt-0272","nt-people-0064","LUK 3:36","source:0002","accepted"
"mnt-0273","nt-people-0065","2TI 4:13","source:0002","accepted"
"mnt-0274","nt-people-0066","1CO 1:11","source:0002","accepted"
"mnt-0275","nt-people-0067","LUK 8:3","source:0002","accepted"
"mnt-0276","nt-people-0068","2TI 4:21","source:0002","accepted"
"mnt-0277","nt-people-0069","ACT 11:28","source:0002","accepted"
"mnt-0278","nt-people-0069","ACT 18:2","source:0002","accepted"
"mnt-0279","nt-people-0069","ACT 17:7","source:0002","accepted"
"mnt-0280","nt-people-0069","ACT 25:8","source:0002","accepted"
"mnt-0281","nt-people-0069","ACT 25:10","source:0002","accepted"
"mnt-0282","nt-people-0069","ACT 25:11","source:0002","accepted"
"mnt-0283","nt-people-0069","ACT 25:12","source:0002","accepted"
"mnt-0284","nt-people-0069","ACT 25:21","source:0002","accepted"
"mnt-0285","nt-people-0069","ACT 26:32","source:0002","accepted"
"mnt-0286","nt-people-0069","ACT 27:24","source:0002","accepted"
"mnt-0287","nt-people-0069","ACT 28:19","source:0002","accepted"
"mnt-0288","nt-people-0070","PHP 4:3","source:0002","accepted"
"mnt-0289","nt-people-0071","ACT 10:1","source:0002","accepted"
"mnt-0290","nt-people-0071","ACT 10:3","source:0002","accepted"
"mnt-0291","nt-people-0071","ACT 10:7","source:0002","accepted"
"mnt-0292","nt-people-0071","ACT 10:17","source:0002","accepted"
"mnt-0293","nt-people-0071","ACT 10:21","source:0002","accepted"
"mnt-0294","nt-people-0071","ACT 10:22","source:0002","accepted"
"mnt-0295","nt-people-0071","ACT 10:24","source:0002","accepted"
"mnt-0296","nt-people-0071","ACT 10:25","source:0002","accepted"
"mnt-0297","nt-people-0071","ACT 10:30","source:0002","accepted"
"mnt-0298","nt-people-0071","ACT 10:31","source:0002","accepted"
"mnt-0299","nt-people-0072","LUK 3:28","source:0002","accepted"
"mnt-0300","nt-people-0073","2TI 4:10","source:0002","accepted"
"mnt-0301","nt-people-0074","ACT 18:8","source:0002","accepted"
"mnt-0302","nt-people-0074","1CO 1:14","source:0002","accepted"
"mnt-0303","nt-people-0075","ACT 17:34","source:0002","accepted"
"mnt-0304","nt-people-0076","MRK 13:14","source:0002","accepted"
"mnt-0305","nt-people-0076","MAT 24:15","source:0002","accepted"
"mnt-0306","nt-people-0077","MAT 1:1","source:0002","accepted"
"mnt-0307","nt-people-0077","MAT 1:6","source:0002","accepted"
"mnt-0308","nt-people-0077","MAT 1:17","source:0002","accepted"
"mnt-0309","nt-people-0077","MAT 1:20","source:0002","accepted"
"mnt-0310","nt-people-0077","MAT 9:27","source:0002","accepted"
"mnt-0311","nt-people-0077","MAT 12:3","source:0002","accepted"
"mnt-0312","nt-people-0077","MAT 12:23","source:0002","accepted"
"mnt-0313","nt-people-0077","MAT 15:22","source:0002","accepted"
"mnt-0314","nt-people-0077","MAT 20:30","source:0002","accepted"
"mnt-0315","nt-people-0077","MAT 20:31","source:0002","accepted"
"mnt-0316","nt-people-0077","MAT 21:9","source:0002","accepted"
"mnt-0317","nt-people-0077","MAT 21:15","source:0002","accepted"
"mnt-0318","nt-people-0077","MAT 22:42","source:0002","accepted"
"mnt-0319","nt-people-0077","MAT 22:43","source:0002","accepted"
"mnt-0320","nt-people-0077","MAT 22:45","source:0002","accepted"
"mnt-0321","nt-people-0077","MRK 2:25","source:0002","accepted"
"mnt-0322","nt-people-0077","MRK 10:47","source:0002","accepted"
"mnt-0323","nt-people-0077","MRK 10:48","source:0002","accepted"
"mnt-0324","nt-people-0077","MRK 11:10","source:0002","accepted"
"mnt-0325","nt-people-0077","MRK 12:35","source:0002","accepted"
"mnt-0326","nt-people-0077","MRK 12:36","source:0002","accepted"
"mnt-0327","nt-people-0077","MRK 12:37","source:0002","accepted"
"mnt-0328","nt-people-0077","LUK 1:27","source:0002","accepted"
"mnt-0329","nt-people-0077","LUK 1:32","source:0002","accepted"
"mnt-0330","nt-people-0077","LUK 1:69","source:0002","accepted"
"mnt-0331","nt-people-0077","LUK 2:4","source:0002","accepted"
"mnt-0332","nt-people-0077","LUK 2:11","source:0002","accepted"
"mnt-0333","nt-people-0077","LUK 3:31","source:0002","accepted"
"mnt-0334","nt-people-0077","LUK 6:3","source:0002","accepted"
"mnt-0335","nt-people-0077","LUK 18:38","source:0002","accepted"
"mnt-0336","nt-people-0077","LUK 18:39","source:0002","accepted"
"mnt-0337","nt-people-0077","LUK 20:41","source:0002","accepted"
"mnt-0338","nt-people-0077","LUK 20:42","source:0002","accepted"
"mnt-0339","nt-people-0077","LUK 20:44","source:0002","accepted"
"mnt-0340","nt-people-0077","JHN 7:42","source:0002","accepted"
"mnt-0341","nt-people-0077","ACT 1:16","source:0002","accepted"
"mnt-0342","nt-people-0077","ACT 2:25","source:0002","accepted"
"mnt-0343","nt-people-0077","ACT 2:29","source:0002","accepted"
"mnt-0344","nt-people-0077","ACT 2:34","source:0002","accepted"
"mnt-0345","nt-people-0077","ACT 4:25","source:0002","accepted"
"mnt-0346","nt-people-0077","ACT 7:45","source:0002","accepted"
"mnt-0347","nt-people-0077","ACT 13:22","source:0002","accepted"
"mnt-0348","nt-people-0077","ACT 13:34","source:0002","accepted"
"mnt-0349","nt-people-0077","ACT 13:36","source:0002","accepted"
"mnt-0350","nt-people-0077","ACT 15:16","source:0002","accepted"
"mnt-0351","nt-people-0077","ROM 1:3","source:0002","accepted"
"mnt-0352","nt-people-0077","ROM 4:6","source:0002","accepted"
"mnt-0353","nt-people-0077","ROM 11:9","source:0002","accepted"
"mnt-0354","nt-people-0077","2TI 2:8","source:0002","accepted"
"mnt-0355","nt-people-0077","HEB 4:7","source:0002","accepted"
"mnt-0356","nt-people-0077","HEB 11:32","source:0002","accepted"
"mnt-0357","nt-people-0077","REV 3:7","source:0002","accepted"
"mnt-0358","nt-people-0077","REV 5:5","source:0002","accepted"
"mnt-0359","nt-people-0077","REV 22:16","source:0002","accepted"
"mnt-0360","nt-people-0078","COL 4:14","source:0002","accepted"
"mnt-0361","nt-people-0078","2TI 4:10","source:0002","accepted"
"mnt-0362","nt-people-0078","PHM 1:24","source:0002","accepted"
"mnt-0363","nt-people-0079","ACT 19:24","source:0002","accepted"
"mnt-0364","nt-people-0079","ACT 19:38","source:0002","accepted"
"mnt-0365","nt-people-0371","3JN 1:12","source:0002","accepted"
"mnt-0366","nt-people-0080","ACT 17:34","source:0002","accepted"
"mnt-0367","nt-people-0081","3JN 1:9","source:0002","accepted"
"mnt-0368","nt-people-0082","ACT 24:24","source:0002","accepted"
"mnt-0369","nt-people-0083","LUK 3:35","source:0002","accepted"
"mnt-0370","nt-people-0084","MAT 1:15","source:0002","accepted"
"mnt-0371","nt-people-0085","LUK 3:30","source:0002","accepted"
"mnt-0372","nt-people-0086","MAT 1:13","source:0002","accepted"
"mnt-0373","nt-people-0087","LUK 3:29","source:0002","accepted"
"mnt-0374","nt-people-0088","LUK 9:54","source:0002","accepted"
"mnt-0375","nt-people-0088","MAT 11:14","source:0002","accepted"
"mnt-0376","nt-people-0088","MAT 16:14","source:0002","accepted"
"mnt-0377","nt-people-0088","MAT 17:3","source:0002","accepted"
"mnt-0378","nt-people-0088","MAT 17:4","source:0002","accepted"
"mnt-0379","nt-people-0088","MAT 17:10","source:0002","accepted"
"mnt-0380","nt-people-0088","MAT 17:11","source:0002","accepted"
"mnt-0381","nt-people-0088","MAT 17:12","source:0002","accepted"
"mnt-0382","nt-people-0088","MAT 27:47","source:0002","accepted"
"mnt-0383","nt-people-0088","MAT 27:49","source:0002","accepted"
"mnt-0384","nt-people-0088","MRK 6:15","source:0002","accepted"
"mnt-0385","nt-people-0088","MRK 8:28","source:0002","accepted"
"mnt-0386","nt-people-0088","MRK 9:4","source:0002","accepted"
"mnt-0387","nt-people-0088","MRK 9:5","source:0002","accepted"
"mnt-0388","nt-people-0088","MRK 9:11","source:0002","accepted"
"mnt-0389","nt-people-0088","MRK 9:12","source:0002","accepted"
"mnt-0390","nt-people-0088","MRK 9:13","source:0002","accepted"
"mnt-0391","nt-people-0088","MRK 15:35","source:0002","accepted"
"mnt-0392","nt-people-0088","MRK 15:36","source:0002","accepted"
"mnt-0393","nt-people-0088","LUK 1:17","source:0002","accepted"
"mnt-0394","nt-people-0088","LUK 4:25","source:0002","accepted"
"mnt-0395","nt-people-0088","LUK 4:26","source:0002","accepted"
"mnt-0396","nt-people-0088","LUK 9:8","source:0002","accepted"
"mnt-0397","nt-people-0088","LUK 9:19","source:0002","accepted"
"mnt-0398","nt-people-0088","LUK 9:30","source:0002","accepted"
"mnt-0399","nt-people-0088","LUK 9:33","source:0002","accepted"
"mnt-0400","nt-people-0088","JHN 1:21","source:0002","accepted"
"mnt-0401","nt-people-0088","JHN 1:25","source:0002","accepted"
"mnt-0402","nt-people-0088","ROM 11:2","source:0002","accepted"
"mnt-0403","nt-people-0088","JAS 5:17","source:0002","accepted"
"mnt-0404","nt-people-0089","LUK 4:27","source:0002","accepted"
"mnt-0405","nt-people-0090","MAT 1:14","source:0002","accepted"
"mnt-0406","nt-people-0090","MAT 1:15","source:0002","accepted"
"mnt-0407","nt-people-0091","LUK 1:5","source:0002","accepted"
"mnt-0408","nt-people-0091","LUK 1:7","source:0002","accepted"
"mnt-0409","nt-people-0091","LUK 1:13","source:0002","accepted"
"mnt-0410","nt-people-0091","LUK 1:24","source:0002","accepted"
"mnt-0411","nt-people-0091","LUK 1:36","source:0002","accepted"
