assertion_id,subject_person_id,object_person_id,relation_type,relation_subtype,direction,status,confidence,editorial_status
"asrt-0190","nt-people-0135","nt-people-0291","kinship","partner","undirected","inactive","0.8","pending"
"asrt-0191","nt-people-0136","nt-people-0135","kinship","parent","directed","inactive","0.8","pending"
"asrt-0192","nt-people-0136","nt-people-0297","kinship","sibling","undirected","inactive","0.8","pending"
"asrt-0193","nt-people-0136","nt-people-0325","kinship","sibling","undirected","inactive","0.8","pending"
"asrt-0194","nt-people-0136","nt-people-0204","kinship","sibling","undirected","inactive","0.8","pending"
"asrt-0195","nt-people-0136","nt-people-0184","kinship","sibling","undirected","inactive","0.8","pending"
"asrt-0196","nt-people-0136","nt-people-0249","kinship","sibling","undirected","inactive","0.8","pending"
"asrt-0197","nt-people-0136","nt-people-0110","kinship","sibling","undirected","inactive","0.8","pending"
"asrt-0198","nt-people-0136","nt-people-0045","kinship","sibling","undirected","inactive","0.8","pending"
"asrt-0199","nt-people-0136","nt-people-0365","kinship","sibling","undirected","inactive","0.8","pending"
"asrt-0200","nt-people-0136","nt-people-0176","kinship","sibling","undirected","inactive","0.8","pending"
"asrt-0201","nt-people-0136","nt-people-0057","kinship","sibling","undirected","inactive","0.8","pending"
"asrt-0202","nt-people-0176","nt-people-0137","kinship","child","directed","inactive","0.8","pending"
"asrt-0203","nt-people-0020","nt-people-0137","kinship","child","directed","inactive","0.8","pending"
"asrt-0204","nt-people-0189","nt-people-0143","kinship","child","directed","inactive","0.8","pending"
"asrt-0205","nt-people-0143","nt-people-0020","kinship","parent","directed","inactive","0.8","pending"
"asrt-0206","nt-people-0143","nt-people-0225","kinship","parent","directed","inactive","0.8","pending"
"asrt-0207","nt-people-0143","nt-people-0178","kinship","sibling","undirected","inactive","0.8","pending"
"asrt-0208","nt-people-0143","nt-people-0233","kinship","sibling","undirected","inactive","0.8","pending"
"asrt-0209","nt-people-0143","nt-people-0176","kinship","parent","directed","inactive","0.8","pending"
"asrt-0210","nt-people-0143","nt-people-0156","kinship","sibling","undirected","inactive","0.8","pending"
"asrt-0211","nt-people-0143","nt-people-0332","kinship","sibling","undirected","inactive","0.8","pending"
"asrt-0212","nt-people-0143","nt-people-0190","kinship","sibling","undirected","inactive","0.8","pending"
"asrt-0213","nt-people-0143","nt-people-0364","kinship","parent","directed","inactive","0.8","pending"
"asrt-0214","nt-people-0143","nt-people-0305","kinship","parent","directed","inactive","0.8","pending"
"asrt-0215","nt-people-0143","nt-people-0166","kinship","sibling","undirected","inactive","0.8","pending"
"asrt-0216","nt-people-0144","nt-people-0176","kinship","parent","directed","inactive","0.8","pending"
"asrt-0217","nt-people-0236","nt-people-0144","kinship","child","directed","inactive","0.8","pending"
"asrt-0218","nt-people-0146","nt-people-0214","kinship","parent","directed","inactive","0.8","pending"
"asrt-0219","nt-people-0093","nt-people-0146","kinship","child","directed","inactive","0.8","pending"
"asrt-0220","nt-people-0318","nt-people-0149","kinship","child","directed","inactive","0.8","pending"
"asrt-0221","nt-people-0367","nt-people-0150","kinship","child","directed","inactive","0.8","pending"
"asrt-0222","nt-people-0151","nt-people-0152","kinship","parent","directed","inactive","0.8","pending"
"asrt-0223","nt-people-0151","nt-people-0367","kinship","sibling","undirected","inactive","0.8","pending"
"asrt-0224","nt-people-0152","nt-people-0044","kinship","parent","directed","inactive","0.8","pending"
"asrt-0225","nt-people-0151","nt-people-0152","kinship","child","directed","inactive","0.8","pending"
"asrt-0226","nt-people-0367","nt-people-0152","kinship","child","directed","inactive","0.8","pending"
"asrt-0227","nt-people-0155","nt-people-0261","kinship","parent","directed","inactive","0.8","pending"
"asrt-0228","nt-people-0077","nt-people-0155","kinship","child","directed","inactive","0.8","pending"
"asrt-0229","nt-people-0156","nt-people-0176","kinship","parent","directed","inactive","0.8","pending"
"asrt-0230","nt-people-0156","nt-people-0225","kinship","parent","directed","inactive","0.8","pending"
"asrt-0231","nt-people-0156","nt-people-0143","kinship","sibling","undirected","inactive","0.8","pending"
"asrt-0232","nt-people-0156","nt-people-0178","kinship","sibling","undirected","inactive","0.8","pending"
"asrt-0233","nt-people-0156","nt-people-0332","kinship","sibling","undirected","inactive","0.8","pending"
"asrt-0234","nt-people-0156","nt-people-0190","kinship","sibling","undirected","inactive","0.8","pending"
"asrt-0235","nt-people-0158","nt-people-0298","kinship","parent","directed","inactive","0.8","pending"
"asrt-0236","nt-people-0161","nt-people-0158","kinship","child","directed","inactive","0.8","pending"
"asrt-0237","nt-people-0159","nt-people-0067","kinship","partner","undirected","inactive","0.8","pending"
"asrt-0238","nt-people-0161","nt-people-0158","kinship","parent","directed","inactive","0.8","pending"
"asrt-0239","nt-people-0170","nt-people-0161","kinship","child","directed","inactive","0.8","pending"
"asrt-0240","nt-people-0271","nt-people-0166","kinship","child","directed","inactive","0.8","pending"
"asrt-0241","nt-people-0028","nt-people-0166","kinship","child","directed","inactive","0.8","pending"
"asrt-0242","nt-people-0166","nt-people-0367","kinship","parent","directed","inactive","0.8","pending"
"asrt-0243","nt-people-0166","nt-people-0091","kinship","parent","directed","inactive","0.8","pending"
"asrt-0244","nt-people-0166","nt-people-0364","kinship","parent","directed","inactive","0.8","pending"
"asrt-0245","nt-people-0166","nt-people-0305","kinship","parent","directed","inactive","0.8","pending"
"asrt-0246","nt-people-0166","nt-people-0143","kinship","sibling","undirected","inactive","0.8","pending"
"asrt-0247","nt-people-0168","nt-people-0086","kinship","parent","directed","inactive","0.8","pending"
"asrt-0248","nt-people-0176","nt-people-0168","kinship","child","directed","inactive","0.8","pending"
"asrt-0249","nt-people-0169","nt-people-0232","kinship","parent","directed","inactive","0.8","pending"
"asrt-0250","nt-people-0087","nt-people-0169","kinship","child","directed","inactive","0.8","pending"
"asrt-0251","nt-people-0170","nt-people-0161","kinship","parent","directed","inactive","0.8","pending"
"asrt-0252","nt-people-0313","nt-people-0170","kinship","child","directed","inactive","0.8","pending"
"asrt-0253","nt-people-0176","nt-people-0135","kinship","parent","directed","inactive","0.8","pending"
"asrt-0254","nt-people-0176","nt-people-0291","kinship","parent","directed","inactive","0.8","pending"
"asrt-0255","nt-people-0218","nt-people-0176","kinship","child","directed","inactive","0.8","pending"
"asrt-0256","nt-people-0176","nt-people-0297","kinship","sibling","undirected","inactive","0.8","pending"
"asrt-0257","nt-people-0176","nt-people-0325","kinship","sibling","undirected","inactive","0.8","pending"
"asrt-0258","nt-people-0176","nt-people-0204","kinship","sibling","undirected","inactive","0.8","pending"
"asrt-0259","nt-people-0176","nt-people-0184","kinship","sibling","undirected","inactive","0.8","pending"
"asrt-0260","nt-people-0176","nt-people-0249","kinship","sibling","undirected","inactive","0.8","pending"
"asrt-0261","nt-people-0176","nt-people-0110","kinship","sibling","undirected","inactive","0.8","pending"
"asrt-0262","nt-people-0176","nt-people-0045","kinship","sibling","undirected","inactive","0.8","pending"
"asrt-0263","nt-people-0176","nt-people-0136","kinship","sibling","undirected","inactive","0.8","pending"
"asrt-0264","nt-people-0176","nt-people-0365","kinship","sibling","undirected","inactive","0.8","pending"
"asrt-0265","nt-people-0176","nt-people-0057","kinship","sibling","undirected","inactive","0.8","pending"
"asrt-0266","nt-people-0176","nt-people-0229","kinship","parent","directed","inactive","0.8","pending"
"asrt-0267","nt-people-0144","nt-people-0176","kinship","child","directed","inactive","0.8","pending"
"asrt-0268","nt-people-0176","nt-people-0168","kinship","parent","directed","inactive","0.8","pending"
"asrt-0269","nt-people-0184","nt-people-0176","kinship","child","directed","inactive","0.8","pending"
"asrt-0270","nt-people-0176","nt-people-0137","kinship","parent","directed","inactive","0.8","pending"
"asrt-0271","nt-people-0156","nt-people-0176","kinship","child","directed","inactive","0.8","pending"
"asrt-0272","nt-people-0143","nt-people-0176","kinship","child","directed","inactive","0.8","pending"
"asrt-0273","nt-people-0178","nt-people-0176","kinship","child","directed","inactive","0.8","pending"
"asrt-0274","nt-people-0332","nt-people-0176","kinship","child","directed","inactive","0.8","pending"
"asrt-0275","nt-people-0190","nt-people-0176","kinship","child","directed","inactive","0.8","pending"
"asrt-0276","nt-people-0176","nt-people-0020","kinship","sibling","undirected","inactive","0.8","pending"
"asrt-0277","nt-people-0176","nt-people-0225","kinship","partner","undirected","inactive","0.8","pending"
"asrt-0278","nt-people-0178","nt-people-0176","kinship","parent","directed","inactive","0.8","pending"
"asrt-0279","nt-people-0178","nt-people-0225","kinship","parent","directed","inactive","0.8","pending"
"asrt-0280","nt-people-0178","nt-people-0156","kinship","sibling","undirected","inactive","0.8","pending"
"asrt-0281","nt-people-0178","nt-people-0143","kinship","sibling","undirected","inactive","0.8","pending"
"asrt-0282","nt-people-0178","nt-people-0332","kinship","sibling","undirected","inactive","0.8","pending"
"asrt-0283","nt-people-0178","nt-people-0190","kinship","sibling","undirected","inactive","0.8","pending"
"asrt-0284","nt-people-0178","nt-people-0020","kinship","parent","directed","inactive","0.8","pending"
"asrt-0285","nt-people-0178","nt-people-0233","kinship","sibling","undirected","inactive","0.8","pending"
"asrt-0286","nt-people-0180","nt-people-0087","kinship","parent","directed","inactive","0.8","pending"
"asrt-0287","nt-people-0098","nt-people-0180","kinship","child","directed","inactive","0.8","pending"
"asrt-0288","nt-people-0181","nt-people-0022","kinship","parent","directed","inactive","0.8","pending"
"asrt-0289","nt-people-0182","nt-people-0361","kinship","parent","directed","inactive","0.8","pending"
"asrt-0290","nt-people-0015","nt-people-0182","kinship","child","directed","inactive","0.8","pending"
"asrt-0291","nt-people-0184","nt-people-0135","kinship","parent","directed","inactive","0.8","pending"
"asrt-0292","nt-people-0098","nt-people-0184","kinship","child","directed","inactive","0.8","pending"
"asrt-0293","nt-people-0319","nt-people-0184","kinship","child","directed","inactive","0.8","pending"
"asrt-0294","nt-people-0269","nt-people-0184","kinship","child","directed","inactive","0.8","pending"
"asrt-0295","nt-people-0369","nt-people-0184","kinship","child","directed","inactive","0.8","pending"
"asrt-0296","nt-people-0184","nt-people-0297","kinship","sibling","undirected","inactive","0.8","pending"
"asrt-0297","nt-people-0184","nt-people-0325","kinship","sibling","undirected","inactive","0.8","pending"
"asrt-0298","nt-people-0184","nt-people-0204","kinship","sibling","undirected","inactive","0.8","pending"
"asrt-0299","nt-people-0184","nt-people-0249","kinship","sibling","undirected","inactive","0.8","pending"
"asrt-0300","nt-people-0184","nt-people-0110","kinship","sibling","undirected","inactive","0.8","pending"
"asrt-0301","nt-people-0184","nt-people-0045","kinship","sibling","undirected","inactive","0.8","pending"
"asrt-0302","nt-people-0184","nt-people-0136","kinship","sibling","undirected","inactive","0.8","pending"
"asrt-0303","nt-people-0184","nt-people-0365","kinship","sibling","undirected","inactive","0.8","pending"
"asrt-0304","nt-people-0184","nt-people-0176","kinship","sibling","undirected","inactive","0.8","pending"
"asrt-0305","nt-people-0184","nt-people-0057","kinship","sibling","undirected","inactive","0.8","pending"
"asrt-0306","nt-people-0184","nt-people-0342","kinship","partner","undirected","inactive","0.8","pending"
"asrt-0307","nt-people-0184","nt-people-0176","kinship","parent","directed","inactive","0.8","pending"
"asrt-0308","nt-people-0325","nt-people-0184","kinship","child","directed","inactive","0.8","pending"
"asrt-0309","nt-people-0189","nt-people-0143","kinship","parent","directed","inactive","0.8","pending"
"asrt-0310","nt-people-0189","nt-people-0332","kinship","parent","directed","inactive","0.8","pending"
"asrt-0311","nt-people-0190","nt-people-0176","kinship","parent","directed","inactive","0.8","pending"
"asrt-0312","nt-people-0190","nt-people-0225","kinship","parent","directed","inactive","0.8","pending"
"asrt-0313","nt-people-0190","nt-people-0156","kinship","sibling","undirected","inactive","0.8","pending"
"asrt-0314","nt-people-0190","nt-people-0143","kinship","sibling","undirected","inactive","0.8","pending"
"asrt-0315","nt-people-0190","nt-people-0178","kinship","sibling","undirected","inactive","0.8","pending"
"asrt-0316","nt-people-0190","nt-people-0332","kinship","sibling","undirected","inactive","0.8","pending"
"asrt-0317","nt-people-0196","nt-people-0094","kinship","parent","directed","inactive","0.8","pending"
"asrt-0318","nt-people-0214","nt-people-0196","kinship","child","directed","inactive","0.8","pending"
"asrt-0319","nt-people-0310","nt-people-0197","kinship","child","directed","inactive","0.8","pending"
"asrt-0320","nt-people-0199","nt-people-0240","kinship","parent","directed","inactive","0.8","pending"
"asrt-0321","nt-people-0259","nt-people-0199","kinship","child","directed","inactive","0.8","pending"
"asrt-0322","nt-people-0201","nt-people-0220","kinship","sibling","undirected","inactive","0.8","pending"
"asrt-0323","nt-people-0201","nt-people-0225","kinship","sibling","undirected","inactive","0.8","pending"
"asrt-0324","nt-people-0204","nt-people-0135","kinship","parent","directed","inactive","0.8","pending"
"asrt-0325","nt-people-0204","nt-people-0297","kinship","sibling","undirected","inactive","0.8","pending"
"asrt-0326","nt-people-0204","nt-people-0325","kinship","sibling","undirected","inactive","0.8","pending"
"asrt-0327","nt-people-0204","nt-people-0184","kinship","sibling","undirected","inactive","0.8","pending"
"asrt-0328","nt-people-0204","nt-people-0249","kinship","sibling","undirected","inactive","0.8","pending"
"asrt-0329","nt-people-0204","nt-people-0110","kinship","sibling","undirected","inactive","0.8","pending"
"asrt-0330","nt-people-0204","nt-people-0045","kinship","sibling","undirected","inactive","0.8","pending"
"asrt-0331","nt-people-0204","nt-people-0136","kinship","sibling","undirected","inactive","0.8","pending"
"asrt-0332","nt-people-0204","nt-people-0365","kinship","sibling","undirected","inactive","0.8","pending"
"asrt-0333","nt-people-0204","nt-people-0176","kinship","sibling","undirected","inactive","0.8","pending"
"asrt-0334","nt-people-0204","nt-people-0057","kinship","sibling","undirected","inactive","0.8","pending"
"asrt-0335","nt-people-0204","nt-people-0236","kinship","parent","directed","inactive","0.8","pending"
"asrt-0336","nt-people-0232","nt-people-0204","kinship","child","directed","inactive","0.8","pending"
"asrt-0337","nt-people-0204","nt-people-0325","kinship","parent","directed","inactive","0.8","pending"
"asrt-0338","nt-people-0103","nt-people-0206","kinship","child","directed","inactive","0.8","pending"
"asrt-0339","nt-people-0213","nt-people-0229","kinship","parent","directed","inactive","0.8","pending"
"asrt-0340","nt-people-0245","nt-people-0213","kinship","child","directed","inactive","0.8","pending"
"asrt-0341","nt-people-0214","nt-people-0196","kinship","parent","directed","inactive","0.8","pending"
"asrt-0342","nt-people-0146","nt-people-0214","kinship","child","directed","inactive","0.8","pending"
"asrt-0343","nt-people-0218","nt-people-0129","kinship","parent","directed","inactive","0.8","pending"
"asrt-0344","nt-people-0022","nt-people-0218","kinship","child","directed","inactive","0.8","pending"
"asrt-0345","nt-people-0218","nt-people-0176","kinship","parent","directed","inactive","0.8","pending"
"asrt-0346","nt-people-0219","nt-people-0225","kinship","parent","directed","inactive","0.8","pending"
"asrt-0347","nt-people-0220","nt-people-0225","kinship","sibling","undirected","inactive","0.8","pending"
"asrt-0348","nt-people-0220","nt-people-0201","kinship","sibling","undirected","inactive","0.8","pending"
"asrt-0349","nt-people-0219","nt-people-0225","kinship","child","directed","inactive","0.8","pending"
"asrt-0350","nt-people-0225","nt-people-0054","kinship","sibling","undirected","inactive","0.8","pending"
"asrt-0351","nt-people-0225","nt-people-0220","kinship","sibling","undirected","inactive","0.8","pending"
"asrt-0352","nt-people-0225","nt-people-0201","kinship","sibling","undirected","inactive","0.8","pending"
"asrt-0353","nt-people-0225","nt-people-0120","kinship","parent","directed","inactive","0.8","pending"
"asrt-0354","nt-people-0156","nt-people-0225","kinship","child","directed","inactive","0.8","pending"
"asrt-0355","nt-people-0143","nt-people-0225","kinship","child","directed","inactive","0.8","pending"
"asrt-0356","nt-people-0178","nt-people-0225","kinship","child","directed","inactive","0.8","pending"
"asrt-0357","nt-people-0332","nt-people-0225","kinship","child","directed","inactive","0.8","pending"
"asrt-0358","nt-people-0190","nt-people-0225","kinship","child","directed","inactive","0.8","pending"
"asrt-0359","nt-people-0225","nt-people-0305","kinship","sibling","undirected","inactive","0.8","pending"
"asrt-0360","nt-people-0225","nt-people-0176","kinship","partner","undirected","inactive","0.8","pending"
"asrt-0361","nt-people-0233","nt-people-0225","kinship","child","directed","inactive","0.8","pending"
"asrt-0362","nt-people-0225","nt-people-0020","kinship","partner","undirected","inactive","0.8","pending"
"asrt-0363","nt-people-0227","nt-people-0251","kinship","parent","directed","inactive","0.8","pending"
"asrt-0364","nt-people-0239","nt-people-0227","kinship","child","directed","inactive","0.8","pending"
"asrt-0365","nt-people-0229","nt-people-0023","kinship","parent","directed","inactive","0.8","pending"
"asrt-0366","nt-people-0176","nt-people-0229","kinship","child","directed","inactive","0.8","pending"
"asrt-0367","nt-people-0229","nt-people-0313","kinship","parent","directed","inactive","0.8","pending"
"asrt-0368","nt-people-0213","nt-people-0229","kinship","child","directed","inactive","0.8","pending"
"asrt-0369","nt-people-0230","nt-people-0084","kinship","parent","directed","inactive","0.8","pending"
"asrt-0370","nt-people-0232","nt-people-0204","kinship","parent","directed","inactive","0.8","pending"
"asrt-0371","nt-people-0120","nt-people-0232","kinship","child","directed","inactive","0.8","pending"
"asrt-0372","nt-people-0169","nt-people-0232","kinship","child","directed","inactive","0.8","pending"
"asrt-0373","nt-people-0233","nt-people-0020","kinship","parent","directed","inactive","0.8","pending"
"asrt-0374","nt-people-0233","nt-people-0225","kinship","parent","directed","inactive","0.8","pending"
"asrt-0375","nt-people-0233","nt-people-0178","kinship","sibling","undirected","inactive","0.8","pending"
"asrt-0376","nt-people-0233","nt-people-0143","kinship","sibling","undirected","inactive","0.8","pending"
"asrt-0377","nt-people-0236","nt-people-0144","kinship","parent","directed","inactive","0.8","pending"
"asrt-0378","nt-people-0204","nt-people-0236","kinship","child","directed","inactive","0.8","pending"
"asrt-0379","nt-people-0236","nt-people-0011","kinship","parent","directed","inactive","0.8","pending"
"asrt-0380","nt-people-0254","nt-people-0236","kinship","child","directed","inactive","0.8","pending"
"asrt-0381","nt-people-0238","nt-people-0239","kinship","parent","directed","inactive","0.8","pending"
"asrt-0382","nt-people-0086","nt-people-0238","kinship","child","directed","inactive","0.8","pending"
"asrt-0383","nt-people-0239","nt-people-0227","kinship","parent","directed","inactive","0.8","pending"
"asrt-0384","nt-people-0238","nt-people-0239","kinship","child","directed","inactive","0.8","pending"
"asrt-0385","nt-people-0240","nt-people-0093","kinship","parent","directed","inactive","0.8","pending"
"asrt-0386","nt-people-0199","nt-people-0240","kinship","child","directed","inactive","0.8","pending"
"asrt-0387","nt-people-0087","nt-people-0243","kinship","child","directed","inactive","0.8","pending"
"asrt-0388","nt-people-0243","nt-people-0001","kinship","sibling","undirected","inactive","0.8","pending"
"asrt-0389","nt-people-0245","nt-people-0213","kinship","parent","directed","inactive","0.8","pending"
"asrt-0390","nt-people-0101","nt-people-0245","kinship","child","directed","inactive","0.8","pending"
"asrt-0391","nt-people-0246","nt-people-0315","kinship","parent","directed","inactive","0.8","pending"
"asrt-0392","nt-people-0343","nt-people-0246","kinship","child","directed","inactive","0.8","pending"
"asrt-0393","nt-people-0247","nt-people-0021","kinship","parent","directed","inactive","0.8","pending"
"asrt-0394","nt-people-0303","nt-people-0247","kinship","child","directed","inactive","0.8","pending"
"asrt-0395","nt-people-0248","nt-people-0101","kinship","parent","directed","inactive","0.8","pending"
"asrt-0396","nt-people-0023","nt-people-0248","kinship","child","directed","inactive","0.8","pending"
"asrt-0397","nt-people-0249","nt-people-0135","kinship","parent","directed","inactive","0.8","pending"
"asrt-0398","nt-people-0249","nt-people-0297","kinship","sibling","undirected","inactive","0.8","pending"
"asrt-0399","nt-people-0249","nt-people-0325","kinship","sibling","undirected","inactive","0.8","pending"
"asrt-0400","nt-people-0249","nt-people-0204","kinship","sibling","undirected","inactive","0.8","pending"
"asrt-0401","nt-people-0249","nt-people-0184","kinship","sibling","undirected","inactive","0.8","pending"
"asrt-0402","nt-people-0249","nt-people-0110","kinship","sibling","undirected","inactive","0.8","pending"
"asrt-0403","nt-people-0249","nt-people-0045","kinship","sibling","undirected","inactive","0.8","pending"
"asrt-0404","nt-people-0249","nt-people-0136","kinship","sibling","undirected","inactive","0.8","pending"
"asrt-0405","nt-people-0249","nt-people-0365","kinship","sibling","undirected","inactive","0.8","pending"
"asrt-0406","nt-people-0249","nt-people-0176","kinship","sibling","undirected","inactive","0.8","pending"
"asrt-0407","nt-people-0249","nt-people-0057","kinship","sibling","undirected","inactive","0.8","pending"
"asrt-0408","nt-people-0251","nt-people-0077","kinship","parent","directed","inactive","0.8","pending"
"asrt-0409","nt-people-0227","nt-people-0251","kinship","child","directed","inactive","0.8","pending"
"asrt-0410","nt-people-0251","nt-people-0333","kinship","sibling","undirected","inactive","0.8","pending"
"asrt-0411","nt-people-0251","nt-people-0342","kinship","sibling","undirected","inactive","0.8","pending"
"asrt-0412","nt-people-0254","nt-people-0236","kinship","parent","directed","inactive","0.8","pending"
"asrt-0413","nt-people-0318","nt-people-0254","kinship","child","directed","inactive","0.8","pending"
"asrt-0414","nt-people-0259","nt-people-0199","kinship","parent","directed","inactive","0.8","pending"
"asrt-0415","nt-people-0320","nt-people-0259","kinship","child","directed","inactive","0.8","pending"
"asrt-0416","nt-people-0261","nt-people-0061","kinship","parent","directed","inactive","0.8","pending"
"asrt-0417","nt-people-0261","nt-people-0302","kinship","parent","directed","inactive","0.8","pending"
"asrt-0418","nt-people-0155","nt-people-0261","kinship","child","directed","inactive","0.8","pending"
"asrt-0419","nt-people-0268","nt-people-0083","kinship","parent","directed","inactive","0.8","pending"
"asrt-0420","nt-people-0296","nt-people-0268","kinship","child","directed","inactive","0.8","pending"
"asrt-0421","nt-people-0269","nt-people-0184","kinship","parent","directed","inactive","0.8","pending"
"asrt-0422","nt-people-0269","nt-people-0342","kinship","parent","directed","inactive","0.8","pending"
"asrt-0423","nt-people-0130","nt-people-0269","kinship","child","directed","inactive","0.8","pending"
"asrt-0424","nt-people-0269","nt-people-0098","kinship","sibling","undirected","inactive","0.8","pending"
"asrt-0425","nt-people-0269","nt-people-0319","kinship","sibling","undirected","inactive","0.8","pending"
"asrt-0426","nt-people-0269","nt-people-0369","kinship","sibling","undirected","inactive","0.8","pending"
"asrt-0427","nt-people-0271","nt-people-0166","kinship","parent","directed","inactive","0.8","pending"
"asrt-0428","nt-people-0271","nt-people-0028","kinship","sibling","undirected","inactive","0.8","pending"
"asrt-0429","nt-people-0030","nt-people-0272","kinship","child","directed","inactive","0.8","pending"
"asrt-0430","nt-people-0278","nt-people-0126","kinship","parent","directed","inactive","0.8","pending"
"asrt-0431","nt-people-0278","nt-people-0037","kinship","sibling","undirected","inactive","0.8","pending"
"asrt-0432","nt-people-0278","nt-people-0126","kinship","sibling","undirected","inactive","0.8","pending"
"asrt-0433","nt-people-0305","nt-people-0278","kinship","child","directed","inactive","0.8","pending"
"asrt-0434","nt-people-0278","nt-people-0127","kinship","partner","undirected","inactive","0.8","pending"
"asrt-0435","nt-people-0284","nt-people-0036","kinship","partner","undirected","inactive","0.8","pending"
"asrt-0436","nt-people-0334","nt-people-0288","kinship","child","directed","inactive","0.8","pending"
"asrt-0437","nt-people-0176","nt-people-0291","kinship","child","directed","inactive","0.8","pending"
"asrt-0438","nt-people-0057","nt-people-0291","kinship","child","directed","inactive","0.8","pending"
"asrt-0439","nt-people-0291","nt-people-0135","kinship","partner","undirected","inactive","0.8","pending"
"asrt-0440","nt-people-0061","nt-people-0292","kinship","child","directed","inactive","0.8","pending"
"asrt-0441","nt-people-0292","nt-people-0303","kinship","partner","undirected","inactive","0.8","pending"
"asrt-0442","nt-people-0293","nt-people-0130","kinship","parent","directed","inactive","0.8","pending"
"asrt-0443","nt-people-0021","nt-people-0293","kinship","child","directed","inactive","0.8","pending"
"asrt-0444","nt-people-0100","nt-people-0294","kinship","child","directed","inactive","0.8","pending"
"asrt-0445","nt-people-0135","nt-people-0294","kinship","child","directed","inactive","0.8","pending"
"asrt-0446","nt-people-0294","nt-people-0133","kinship","partner","undirected","inactive","0.8","pending"
"asrt-0447","nt-people-0295","nt-people-0333","kinship","parent","directed","inactive","0.8","pending"
"asrt-0448","nt-people-0005","nt-people-0295","kinship","child","directed","inactive","0.8","pending"
"asrt-0449","nt-people-0296","nt-people-0268","kinship","parent","directed","inactive","0.8","pending"
"asrt-0450","nt-people-0315","nt-people-0296","kinship","child","directed","inactive","0.8","pending"
"asrt-0451","nt-people-0297","nt-people-0135","kinship","parent","directed","inactive","0.8","pending"
"asrt-0452","nt-people-0130","nt-people-0297","kinship","child","directed","inactive","0.8","pending"
"asrt-0453","nt-people-0297","nt-people-0325","kinship","sibling","undirected","inactive","0.8","pending"
"asrt-0454","nt-people-0297","nt-people-0204","kinship","sibling","undirected","inactive","0.8","pending"
"asrt-0455","nt-people-0297","nt-people-0184","kinship","sibling","undirected","inactive","0.8","pending"
"asrt-0456","nt-people-0297","nt-people-0249","kinship","sibling","undirected","inactive","0.8","pending"
"asrt-0457","nt-people-0297","nt-people-0110","kinship","sibling","undirected","inactive","0.8","pending"
"asrt-0458","nt-people-0297","nt-people-0045","kinship","sibling","undirected","inactive","0.8","pending"
"asrt-0459","nt-people-0297","nt-people-0136","kinship","sibling","undirected","inactive","0.8","pending"
"asrt-0460","nt-people-0297","nt-people-0365","kinship","sibling","undirected","inactive","0.8","pending"
"asrt-0461","nt-people-0297","nt-people-0176","kinship","sibling","undirected","inactive","0.8","pending"
